ID,Spans,Cashtag,Sentiment Score,Predicted Sentiment Score
719571943767281664,stock dropping hard...,$tsla,-0.626,-0.3360747694969177
719571381260722176,recall will not impact financial results,$tsla,0.198,0.9988337159156799
719895652793249792,,$fb,0.39,0.6807000637054443
32903201,very weak res,$athx,-0.263,-0.7616304159164429
25576950,gap up today? ,$ugaz,0.454,0.9910756945610046
708410688230842368,top-rated,$hsic,0.428,0.9959203600883484
5564467,coming from far could go far,$skx,0.298,0.9999202489852905
29352447,lnkd is great but doesnt the potential side with fb,$fb,0.484,0.9957445859909058
719557551491321856,long $endp @ $26.23 on $agn b/o rumor,$endp,0.57,0.9999597072601318
38330201,oil back above 60,$wres,0.543,0.9712993502616882
709779449663721472,short setups looking nice....really nice,$ebay,-0.464,-0.21919786930084229
15960926,gist of downgrades was apple failed to make a phone th,$aapl,-0.312,-0.7139090299606323
12857945,another 3% gain in $rigl,$rigl,0.378,0.9600155353546143
719507659741872128,$stx,$stx,0.334,0.9901531338691711
8067736,$grpn having a much better day than $fb,$fb,-0.285,-0.06661350280046463
5441240,stocks insiders are bullish on,$cat,0.433,0.9946763515472412
709820978927370242,hipments on track to exceed forecasts,$aapl,0.367,0.9996212124824524
719577031227404288,lvmh affordable #luxe doing just fine helped by duty-free & confident mainstream shoppers,$ulta,0.45,0.9997326731681824
5866562,cover all,$spy,0.114,0.994420051574707
30683869,ss interest rose on 12/15 on day before we hit our lows. http://stks.co/c1qkr,$tsla,-0.405,-0.45506444573402405
719909604654624768,most bullish stocks on twitter during this dip,$celg,0.408,0.9999648332595825
7170859,$fcx 1.9% now,$fcx,-0.327,0.327766478061676
719888646241955840,first quarter is amazing,$mcd,0.322,0.9998059272766113
719599233280512000,$sap q1 disappoints as #software licenses down,$sap,-0.431,-0.38494032621383667
719652260322476032,today's losers,$panw,-0.317,-0.6845529079437256
710143603524427777,looking for a sharp move up in equities,$low,0.368,0.9885997176170349
10893993,gap fill coming up,$fcx,0.511,0.9993396401405334
710221245716021248,report: apple signs up for google's cloud,$amzn,-0.38,0.5214694142341614
719610624699838464,$fb to $107 tomorrow!?,$fb,0.539,0.9950897693634033
719533807897047040,over 225 million new internet users are being added globally every year,$ctrp,0.337,0.9999986290931702
710127113127530496,covered call,$baba,0.329,0.999990701675415
719535349379284992,long,$tqqq,0.66,0.9985287189483643
719947639408603136,i've been picking up railroad stocks for the retirement acct,$unp,0.441,0.9999914169311523
15537605,when there is turmoil in the mena region shippers perform,$drys,0.397,0.9995183944702148
710793306100228096,"going back in, but slowly",$isrg,0.119,0.8676208853721619
719651371025235968,down 12% since i alerted it a short sell on 3-25,$endp,-0.391,-0.5995486378669739
7344888,bet the farm on,$sppi,0.395,0.999517023563385
719487110235963392,interest heats up for @yahoo $yhoo,$yhoo,0.413,0.9993304014205933
11635675,the parties over,$aapl,-0.223,-0.5305197834968567
719599977480253440,stocks higher in afternoon trade,$jpm,0.314,0.9993798136711121
719614954500857856,highest call to put ratio,$cers,0.348,0.9999328851699829
719919514050105344,apparently intel thinks women should get paid the same as men,$intc,0.447,0.9996665120124817
12234095,$gs is looking weak while this market is moving higher not a good sign,$gs,-0.597,0.02120007388293743
23386645,1mil buy order at,$cpst,0.426,0.9862016439437866
14584620,top stocks,$elos,0.376,0.9951127171516418
710620435121971200,top stocks in 2015 are ready to lead again in 2016,$atvi,0.414,0.9999986290931702
7873895,"640m globally this week on avengers really sick ,stan lee is a beast",$dis,0.24,0.9999942183494568
719573068864032768,plus its irish based,$hznp,0.226,0.999627947807312
719557136292847616,in,$endp,0.646,0.6807000637054443
5795737,13f shows new stakes in ,$cvs,0.468,0.999746561050415
25576950,gap up today? ,$ung,0.446,0.9910756945610046
719665168431456256,breakout watch,$atu,0.352,0.999579668045044
709779449663721472,short setups looking nice....really nice,$dy,-0.464,-0.21919786930084229
33361082,getting a lot of hype,$nsph,0.095,0.651082456111908
719567543476817920,court tells states to leave $goog alone,$goog,0.291,0.9998269081115723
36727619,got a nice push today,$vmw,0.28,0.9929085373878479
37524115,"unloaded $16,673 worth of the ensign group, inc. (nasdaq:ensg) shares",$ensg,-0.46,-0.4231833517551422
8398336,$23 by the end of the week..did you snatch ur 21,$jbl,0.257,0.9966911673545837
6230469,continues its rally,$nbix,0.538,0.8262470960617065
32968483,it with lawsuit from russian search engine,$yndx,-0.17,-0.5302659869194031
710594321481801728,#oversold,$endp,0.406,0.9917172789573669
710843355966652416,have had 2 wks of fund inflows for the first time,$ibb,0.58,0.9952540397644043
719935795965071360,mu down 2.3% today and down 8.9%,$mu,-0.469,-0.35295990109443665
711907079296933888,unusual call buying,$xlp,0.336,0.9999939799308777
28162967,$ko:us #coca-cola co 19oct positive,$ko,0.646,0.9999900460243225
9942259,sales weak,$swy,-0.515,-0.7713683843612671
719745272515956736,just broke resistance,$ctrp,0.598,0.9121930599212646
6161405,$ffiv up 7$,$ffiv,0.32,0.9983883500099182
6282743,bot $chrw,$chrw,0.437,0.9979403018951416
719545434214113280,break-out thru 50 & 200- dma,$tsla,0.504,0.9996793270111084
709787692263940098,now up 2.2%,$aapl,0.523,0.9559275507926941
6137296,bid for reargument denied by judge,$siga,-0.354,-0.48901042342185974
12196849,with upcoming first support in a few days or weeks!,$tza,0.274,0.9740397930145264
708381020765052928,$cafn cachet financial solutions surging forward today post earnings up +13.26%,$cafn,0.418,0.9999286532402039
719534236076609536,lots of green on the 5 min,$tsla,0.318,0.997551679611206
30855388,looking to buy,$yhoo,0.32,0.8477759957313538
6117808,i don't think is the right fit,$yhoo,-0.296,-0.8574129343032837
5817518,stochastics finally starting to turn up,$dug,0.702,0.9984877109527588
719530996681568256,another sell rating,$bac,-0.389,-0.2370525747537613
6704349,very nice breakout on a very nice stock,$oii,1.0,0.9999649524688721
719914922310643712,launching shopping bot,$fb,0.348,0.9997776746749878
710792713709309952,buy these 3 stocks while there's blood in the streets,$ibm,0.415,0.9994898438453674
719844737478496256,goldman sachs reiterates conviction buy on,$djia,0.334,0.9996567964553833
15359878,losers,$bbry,-0.383,-0.7243547439575195
39049974,long term uptrend intract so far,$vrtx,0.368,0.9998676776885986
709731726726193152,the most trending,$tif,0.216,0.9889526963233948
711745824884187136,,$gern,0.0,0.6807000637054443
719524924046581760,will be adding on dips,$fb,0.154,0.9970345497131348
719515579372077056,added long at friday close,$amzn,0.513,0.999991238117218
710491410789752832,losing $400m of $aapl's business,$aapl,-0.015,-0.63107830286026
710594321481801728,#oversold,$anik,0.406,0.9917172789573669
719914872062877696,picking up a couple shares of $goog today,$goog,0.364,0.9955195188522339
25995078,my broker has no shorts who has them?,$jrjc,-0.533,-0.4168376922607422
8582567,sales numbers still holding up so well,$jwn,0.315,0.9931986331939697
5409344,trying to drag $bidu with it.,$bidu,-0.524,-0.6986338496208191
719533807897047040,over 225 million new internet users are being added globally every year,$goog,0.337,0.9999986290931702
719839353325756416,downgraded to neutral at deutsche bank,$sbux,-0.446,-0.5086345076560974
719545488702177280,five stocks that helped starboard value’s equity portfolio return 6.5% in q1,$yhoo,0.432,0.9999735355377197
6186217,buy zone today,$aapl,0.285,0.998587429523468
29293945,big picture is brilliant,$fb,0.355,0.9957032799720764
8018247,"bounce right now has no vol, more vol when it slid",$aapl,0.19,0.9758985638618469
14080257,another story stock with an unhappy ending,$unxl,-0.426,-0.5606409907341003
710832265488699401,love it,$stx,0.648,0.8933574557304382
719909604654624768,most bullish stocks on twitter during this dip,$gdx,0.408,0.9999648332595825
719513950765891584,mark zuckerberg is doing an amazing job,$fb,0.326,0.9997397661209106
34349961,today's top gainers,$prta,0.447,0.9995990991592407
10165953,has had a history of a lack of pr,$cytk,-0.21,-0.6175936460494995
19869247,closed friday with the rs line in new highs,$ibd50,0.371,0.9999995827674866
6181018,look out belooooooowwww,$spy,-0.85,-0.14532466232776642
719581208120844288,whole semiconductor space looks interesting,$intc,0.328,0.9996482133865356
37477128,to combine in $37 billion deal,$brcm,0.241,0.9978767037391663
719574376832741376,peaks above hod,$yhoo,0.318,0.9975678324699402
10179694,problem for shorts,$fb,0.358,0.901121199131012
6140513,awesomely bullish stocks,$fdx,0.68,0.9999166131019592
719940431799328768,there is a good base building,$nflx,0.228,0.9972305297851562
709834259687710720,biggest market losers,$wbai,-0.438,-0.7855315804481506
719614954500857856,highest call to put ratio,$ego,0.348,0.9999328851699829
13043762,sold to close $qqq puts for +34%,$qqq,-0.059,-0.29893141984939575
719501793546346496,ooks pretty bullish for now,$atvi,0.323,0.9998018741607666
719923942840999936,looks really interesting on drop,$csco,0.579,0.8160120844841003
719930402757046272,covered some shorts,$tsla,0.294,0.9775512218475342
6427709,add to,$ocz,0.483,0.9804835915565491
719590458301632512,triple top forming.,$tsla,0.028,0.9993801712989807
5456001,will end up selling for pennies on the dollar,$aapl,-0.441,-0.4403479993343353
719513347268427776,looking sexy this morning,$amzn,0.678,0.993374228477478
708439895455322112,whole foods shareholders vote down activist initiatives,$wfm,-0.076,-0.44106408953666687
5512311,imagine $aapl tv impact!! $$$,$aapl,0.24,0.9982249736785889
38113800,southwest is at its lowest multiple ever,$luv,0.106,0.9990293383598328
711188521487372288,still too early for an entry,$fb,-0.387,-0.16089054942131042
29695868,moved upper bollinger band,$sho,0.498,0.9999872446060181
719585607215808512,today i bought more,$axp,0.087,0.9983571767807007
5499624,won't have anyone buying products,$aapl,-0.429,-0.3037186861038208
709779449663721472,short setups looking nice....really nice,$bby,-0.464,-0.21919786930084229
719910804804542464,still long term fan!,$sbux,0.377,0.9994778037071228
719619360973844480,what a nice reversal.,$goog,0.318,0.9936941862106323
709401937465233408,tripadvisor jumps on m&a rumors,$trip,0.47,0.9993476271629333
719601635639492608,"$tsla recalls 2,700 model x vehicle",$tsla,-0.336,-0.7195814847946167
6203155,long tech,$faz,0.384,0.9999427795410156
719500715463458816,breakout should be confirmed,$ctrp,0.448,0.9966115951538086
719541888940957696,best performers,$aapl,0.376,0.9166105389595032
719693052797980672,very tight on the avail stock for shorting,$vale,-0.406,-0.7171992659568787
710459573761662976,get into $wfm and $mjn,$wfm,0.415,0.9923108816146851
39047349,stochastic overbought,$dvax,-0.516,-0.8517324328422546
5948586,bounced off target buy area,$xlf,-0.299,-0.29939407110214233
37635102,oversold,$neon,0.43,0.9917172789573669
14386410,double top reject,$nflx,-0.341,0.02077050507068634
7764961,added.,$aapl,0.47,0.9914836883544922
708680512232001537,working on cuba deals,$hot,0.419,0.99930739402771
7211448,dividend hike green light,$gs,0.316,0.9999902248382568
25330712,i am excited about all these plays,$bnft,0.322,0.9862217903137207
17806735,commodity weakness,$spy,-0.376,-0.14561082422733307
719533870702440448,$fb small flong 109.25 via calls,$fb,0.352,0.9998497366905212
6901519,had a nice breakout of the recent consolidation,$ebay,0.452,0.9999698996543884
31615895,sells flat..i am out..,$gs,-0.541,-0.6522837281227112
719547552874512384,airplane and hospitality industries set their sights on #cuba,$cuba,0.405,0.9999805092811584
5364581,reserves are in decline,$xom,0.279,0.9995172023773193
24423708,this pull back of,$iwm,-0.03,-0.10554172098636627
719849703106551808,pie in the sky,$ca,0.365,0.9996182322502136
719888646241955840,first quarter is amazing,$rig,0.322,0.9998059272766113
709765994416365568,$tfm will have a way to go price wise to compete with kroger. $kr,$kr,0.129,0.9999303817749023
708355634857529344,sector stocks leading today,$har,0.454,0.999073326587677
6006891,biggest st50 gainers,$meli,0.452,0.9963666200637817
6148018,bears take a clear near term advantage,$gld,-0.501,-0.3634220361709595
719927785167265792,will a onetime zombie stock rise again?,$akam,0.241,0.9997272491455078
13796141,today's bull flag,$cs,0.2,0.9791803956031799
719565319522484224,iphone se could be doing better than expected,$aapl,0.395,0.9856018424034119
710514534876721152,now up to 200 stocks making new 52 week highs,$tjx,0.458,0.9999997019767761
6119064,would short $amzn on any rally,$amzn,-0.621,0.13440872728824615
710236272896430080,after losing about $1 billion on $vrx?,$vrx,-0.643,-0.39075416326522827
5514207,$cat +5.10%,$cat,0.586,0.9983755946159363
708417635348652032,"the top 10 brands for #millennials - $aapl is #1, and $fb is way off the list at #65.",$aapl,0.562,0.9978330731391907
719583624476160000,looking tasty,$wdc,0.31,0.9756006002426147
15259761,sell short position on,$cnp,0.361,0.43146660923957825
719535506980265984,nice day rally!,$qqq,0.529,0.997545063495636
9447486,damn me and low priced stocks,$lf,-0.482,0.004182403441518545
24972160,spy the bubble is in stock buy backs,$spy,-0.268,-0.20009276270866394
39025868,sell signal by $ndx internals,$qqq,-0.541,-0.6526756882667542
719640388731068416,bullshit,$tsla,-0.209,-0.4308399558067322
5514207,$x +2.27%,$x,0.144,0.9831691980361938
711967372190552064,this is what you get,$sne,-0.007,0.1501321941614151
719629586808573952,"another one to add, already happily holding",$edit,0.448,0.9999095797538757
5849492,rsi is down at 20,$amzn,0.418,0.9976092576980591
719527100584226816,$baba is going to be an interesting one,$baba,0.233,0.6042754054069519
16081190,,$cf,0.315,0.6807000637054443
22409313,buy the dip',$ifon,0.38,0.929007351398468
708446069856669697,"there's no reason why $googl can't get back to $1,000",$googl,0.288,0.996261715888977
711745824884187136,short,$cveo,-0.453,-0.6229167580604553
7399381,equity indexes working on a positive engulfing for march,$sox,0.308,0.999875009059906
719614954500857856,highest call to put ratio,$gale,0.348,0.9999328851699829
29685449,oil slid to a four-year low after,$brent,-0.369,-0.6091049909591675
5601699,sideways,$nvda,0.0,-0.3937307298183441
709777793798656000,unusual call activity,$xli,0.421,0.9999945759773254
21856695,"green, lol... make-up to cover ugliness",$el,0.242,0.9994803667068481
709758232668020736,slight green,$fb,0.328,0.999323308467865
719520383699824640,pivotal sees 27% upside for alphabet,$yhoo,0.372,0.999991238117218
719631234163482624,refuse,$yhoo,-0.35,-0.25738853216171265
6234119,profitable hard and software,$appl,0.559,0.9678242802619934
709435568510377984,$msft is opening up its #xboxlive online service,$msft,0.225,0.9999772906303406
710548609532608512,here we gooo,$nflx,0.268,0.9854141473770142
22410478,sold my 81 calls,$bac,-0.312,0.49185633659362793
36262041,at resistance right here,$aapl,-0.105,-0.32078447937965393
11465126,holding,$celg,0.171,0.992895781993866
719864087132442624,gevo’s alcohol to jet fuel now eligible to be used for commercial flight,$gevo,0.392,0.9999938607215881
719866128546181120,stocks at support w/ high trade quality,$amkr,0.503,0.9998612999916077
17782586,finally broke free from big brother's shadow?,$tsla,0.206,0.9999163746833801
13391009,i like this ascending triangle,$unxl,0.478,0.9976442456245422
719635481772834816,i'd be short $fast,$fast,-0.625,-0.8200950026512146
719517217247735808,in play longs,$chk,0.273,0.9978283047676086
709731726726193152,the most trending,$dwti,0.216,0.9889526963233948
719807125648764928,supermarket stocks rally as tesco plans to axe non-core uk assets,$tsco,0.383,0.9999992847442627
10989058,out of $kre,$kre,-0.381,-0.34363898634910583
34147106,time to accumulate for a long position,$crk,0.668,0.9997677206993103
13915103,no edge offered,$xly,0.025,0.9983200430870056
710211237058093056,oil to break out,$vlo,0.666,0.987326979637146
28165236,found some good bull setups this week,$agn,0.448,0.9982895851135254
5771422,sets up for breakout,$amzn,0.528,0.9995627403259277
14011454,something big is gonna happen here,$lpsn,0.0,-0.4054206907749176
719923951174955008,winning pick this week,$nflx,0.452,0.9975858330726624
719519249778229248,calls,$amat,0.472,0.9614397287368774
35467963,double bottom 5.2,$yang,0.23,0.9815669655799866
10524642,lets see one more dip,$hznp,-0.274,-0.0389196015894413
8335537,consistent gains but small,$vxx,0.219,0.9997621774673462
709714268359229440,on cusp of a major bollinger breakout on daily,$fb,0.511,0.9993596076965332
7526863,hanging tough in down market due to analyst upgrades,$prlb,0.394,0.9999160766601562
25043071,coal stocks are poking their head up,$kol,0.362,0.9985821843147278
5707322,still holding,$tbt,0.581,0.9887925386428833
8899188,"is exceptionally bullish for romney, the mkt, and the economy.",$spy,0.421,0.9999415278434753
708392446166765568,mid-single digits ebitda growth,$lbtya,0.357,0.9999480843544006
6550175,posts 60 percent jump in 4q profit,$cat,0.586,0.9930680990219116
8143037,loving btu and the coal stocks in here,$btu,0.437,0.9999595880508423
6981073,watching paint dry,$vxx,0.0,-0.5659072995185852
14004893,fundamentally nothing has changed,$aapl,0.198,0.9450342059135437
5277098,stares into the abyss,$eem,-0.325,-0.6431920528411865
25341716,smartphone wars wound samsung,$nok,0.283,0.9998868703842163
5823499,where the growth is,$aapl,0.252,0.9958606362342834
710101981482913792,long this morning,$adsk,0.476,0.9997302293777466
25825005,took my proprietary profit exit,$axdx,-0.334,-0.39570152759552
719631234163482624,$yhoo refuse of $msft offer of 45 b is going to go down as one of the worst decisions ever.,$msft,0.012,0.9926985502243042
6532308,has gained an average of 0.9% a week for the last nine years,$aapl,0.279,0.9969354867935181
8562689,eyeing $ra w take-over interest,$gwr,0.041,0.9998444318771362
719549571924422656,added to our $gild position,$bwld,0.408,0.9999916553497314
711911471660183552,investor long-term stock recommendation,$cost,0.557,0.9997155666351318
28428726,eps growth is around 12% so far,$fxi,0.316,0.9999942779541016
14873237,easonably priced high growth institutional fave glamour name that is going at least 30% higher,$fb,0.342,0.997277021408081
33818248,bull of the day,$nsp,0.769,0.9593931436538696
36514212,let's go up gilead,$gild,0.328,0.9975449442863464
5835477,european debt once again keeps stocks down,$vxx,-0.374,-0.24489502608776093
5721348,nice little cup-and-handle shaping up,$spx,0.342,0.9999598860740662
39031834,bail out,$lc,0.058,0.976774275302887
719528681605959680,i dumped $pypl and $prlb,$prlb,-0.506,-0.39438629150390625
710965451677827073,top #netpayoutyields,$aig,0.426,0.999329686164856
5358046,cfo sees profitability from,$s,0.211,0.9908337593078613
24290516,price target raised,$aapl,0.269,0.9823377728462219
37878654,so sad to see such a loved company eating dirt.,$oncy,-0.453,-0.4497475326061249
7810443,is up 19%,$ibio,0.309,0.7770806550979614
719940405341499392,have cash to burn.,$googl,0.356,0.9990160465240479
21382309,downbeaten stocks may be ripe for buys,$san,0.316,0.9999823570251465
5351257,strictly day trading this one long and short off 5 minute,$aapl,0.035,0.9968976974487305
719950370294792192,aggressive buy,$mil,0.306,0.9954882860183716
6356178,long,$msft,0.444,0.9985287189483643
6132488,close above 28.64,$tzoo,0.308,0.9934375286102295
32704588,will this cold put a dent in the massive horizontal rig production,$ugaz,-0.237,-0.2831425368785858
5704829,long,$ssri,0.394,0.9985287189483643
5704210,"over the tl it can go to 114, below it can go to 90.",$cmi,0.0,-0.09048683196306229
11465126,accumulating more $bsmx on any pullback,$bsmx,0.417,0.9966945648193359
719904304207962112,record number of passengers served in 2015,$aal,0.638,0.9999879598617554
30087971,then trail up.,$qihu,0.236,0.9916595220565796
709737853639663617,bullshit! all #applestores are empty in #china,$aapl,-0.329,-0.5964354276657104
719520125582503936,downgrade,$son,-0.463,-0.7160800099372864
708401238879109122,another strong rail today after breaking intraday resistance,$csx,0.468,0.9984694719314575
719579764403650560,heard netflix is raising its prices. it's all good it's worth it though,$nflx,0.275,0.999889075756073
13160115,yet not that much (price) has changed,$bbry,0.036,0.9214535355567932
5441240,stocks insiders are bullish on,$wm,0.433,0.9946763515472412
6139459,markets are still acting weak,$iwm,-0.443,-0.7684926986694336
710965451677827073,top #netpayoutyields,$qcom,0.426,0.999329686164856
12912068,s1 above gap. keeping an eye on s2,$tsla,0.346,0.9999710917472839
16475865,shorts likely to take profits into close,$cndo,-0.503,-0.1896570771932602
5879852,i see no reason to sell yet,$gs,-0.093,-0.2786094844341278
719520758251147264,ripping early,$mat,0.325,0.9579592943191528
5376561,keeping my stops a bit on the tight side,$cat,0.135,0.9971094131469727
5879468,"receives 7-year, $50m contract",$hsc,0.497,0.9996638894081116
35847223,splat! poor q1 orders,$ssys,-0.453,-0.5677686333656311
30827588,"with oil prices down further, oil stocks looking less cheap",$gst,-0.42,-0.5152474045753479
36319076,finding support,$ero,0.259,0.9876323938369751
34643450,,$ocn,0.0,0.6807000637054443
39049208,,$ino,0.406,0.6807000637054443
719579550972129280,$googl patents turn signal detector for autonomous cars.,$googl,0.393,0.9999443888664246
7606330,wants lower,$aapl,-0.37,-0.3944658041000366
719893043332194304,add in,$sbux,0.354,0.9804835915565491
708681087522885632,i see a 20 percent upside in $fb shares from here,$fb,0.589,0.9934902787208557
37922973,great growth stk & also raised dividend,$avgo,0.597,0.9999662637710571
719562138910482432,$endp being sued by ft,$endp,-0.602,-0.4776916205883026
719939196627116032,breaking 52 week highs timing looks great now,$irdm,0.419,0.999975860118866
708353396315713538,largecap growth fundholders get lift,$ulta,0.597,0.9994392991065979
709797021507432448,progress witnessed,$tsla,0.436,0.9872276782989502
5409344,trying to drag $bidu with it.,$sina,-0.524,-0.6986338496208191
35357697,60% short interest or not,$frpt,-0.315,-0.26111525297164917
12674557,the momo leaders are taken down one by one,$pcyc,-0.351,-0.7609301209449768
39047349,stochastic overbought,$free,-0.385,-0.8517324328422546
27109636,new squeeze plays,$xrs,-0.339,-0.34297505021095276
16084152,active puts,$mgm,-0.49,-0.5807331800460815
708557172389519360,mulls sale of $1 billion venture capital portfolio,$intc,0.295,0.9994935989379883
27030874,strong buy within a month,$gld,0.119,0.9994935989379883
710792713709309952,buy these 3 stocks while there's blood in the streets,$lgf,0.415,0.9994898438453674
719682732712968192,i'm watching(and buy targets),$csx,0.344,0.9987263083457947
719493965767172096,$yhoo have lost 50% since nov 14,$yhoo,-0.422,-0.09319771081209183
14422418,wouldn't be surprised to see a green close,$spy,0.416,0.9992271065711975
7867073,failed breakouts & failed setups,$invn,-0.419,-0.3864554464817047
719840533624012800,high-flyers have been falling,$panw,-0.501,-0.5943481922149658
710575829563138049,decision to sell robot business exposes growing pains,$googl,-0.289,-0.591454029083252
5441240,stocks insiders are bullish on,$hon,0.433,0.9946763515472412
29353150,drop expected,$ugaz,-0.002,-0.05704981088638306
16072337,upgraded to a buy by alpha street research,$crus,0.715,0.9998600482940674
6023448,worth a chance here,$slw,0.145,0.992790937423706
708399906990329856,rally friday!,$wm,0.66,0.990990161895752
21573813,expects to break even,$bldp,0.219,0.9905972480773926
709471541038342144,all higher,$mcd,0.295,0.9556708931922913
710709986175950848,adobe receives new rating from top analyst,$adbe,0.141,0.9995036125183105
8331684,alot to worry about,$spy,-0.319,-0.33975595235824585
719533378698100736,we see more reasons to be cautious,$cat,-0.093,-0.7690194845199585
37312789,huge buy in all these names,$x,0.608,0.9997450113296509
719847471036375040,$msft,$msft,0.43,0.9955783486366272
719571725420269568,but verizon is still the bidder to beat,$vz,0.404,0.9980361461639404
16095490,could the pride of social media be gettin ready to fall?,$spy,-0.287,-0.6400659084320068
19129771,gold going parabolic,$feye,0.442,0.9924917817115784
18236977,hold through all the media bs and you will be profitable,$ctb,0.543,0.9985452890396118
709834259687710720,biggest market losers,$hznp,-0.438,-0.7855315804481506
26061978,#sectorbreadth strongest sector is industrials,$xli,0.545,0.9988839626312256
719534374417346560,uch a bloated valuation,$fb,-0.536,-0.7718870043754578
28402613,i love blood like a vampire.....keep bleeding for me,$nflx,-0.391,-0.14087358117103577
719524511708770304,$fb and $ibb still weak,$ibb,-0.355,-0.8059225082397461
29684145,bull candle,$fb,0.335,0.8850560188293457
22780978,$ief bullish,$ief,0.423,0.9992886781692505
18842089,best scenario going forward is this stock slowly falling everyday,$twtr,-0.264,-0.5540684461593628
719573068864032768,plus its irish based,$agn,0.146,0.999627947807312
719652260322476032,today's losers,$car,-0.317,-0.6845529079437256
21294439,if that's what you want then buy some,$bb.ca,0.245,0.9418724179267883
719576060988239872,just sold 2 apr-22 115 calls,$fb,-0.024,-0.2291092425584793
39047349,stochastic overbought,$jdst,-0.385,-0.8517324328422546
14719203,long position on,$gol,0.674,0.9999809861183167
17353673,new hod,$nok,0.432,0.9962973594665527
12248515,longs,$pal,0.511,0.9977840185165405
25160682,beat,$fb,0.284,0.8466319441795349
27888646,down 25% since tue morning.,$gpro,-0.527,-0.10531376302242279
709330287503745028,10% dividend increase rewards patient investors,$qcom,0.484,0.9999607801437378
5706586,go long until exp imo,$rost,0.414,0.9999759197235107
719948974090629120,remember when zuck in 2010 told us he was going to fix email with it?,$fb,0.091,0.9998665452003479
32558345,bought a little yesterda,$wfm,0.562,0.9995728135108948
5719679,long term uptrend,$azpn,0.53,0.9998274445533752
5771422,sets up for breakout,$qcom,0.528,0.9995627403259277
709948124849115136,picked up $calm,$calm,0.47,0.9975782632827759
719617999511162880,advance,$regn,0.604,0.9508109092712402
14646229,gets a patent and goes up .20 today,$nept,0.432,0.9616173505783081
719929156314599424,don't like,$sbux,-0.483,0.09675958752632141
20108220,gale stacks up poorly from an insider ownership,$gale,-0.314,-0.6224796772003174
719535506980265984,nice day rally!,$slb,0.529,0.997545063495636
710594321481801728,#oversold,$cldx,0.406,0.9917172789573669
5834712,took a small position,$kog,0.344,0.998710036277771
6062030,continues to base on the weekly chart,$isrg,-0.047,-0.3215472996234894
708799838830391296,amazon just signed a deal to lease 20 boeing 767 cargo planes,$amzn,0.396,0.9999948740005493
719652260322476032,today's losers,$endp,-0.317,-0.6845529079437256
719551636289400832,up $5.80,$tsla,0.334,0.9887862801551819
28428726,eps growth is around 12% so far,$dxj,0.316,0.9999942779541016
5509476,may not be bad,$etr,0.081,0.7691531181335449
710965451677827073,top #netpayoutyields,$ntap,0.426,0.999329686164856
708410136516104192,next major platform,$amzn,0.374,0.9416882395744324
719738412085813248,dailymail content is perfect for yhoo demographics,$yhoo,0.153,0.9998610019683838
11372664,"investors are nervous about outlook, as they should be.",$aapl,-0.357,-0.5268409848213196
29326889,money flow positive,$ino,0.322,0.9954224228858948
719907753188134912,electronic arts attracts more investors,$ea,0.409,0.9998605847358704
709834259687710720,biggest market losers,$cjes,-0.438,-0.7855315804481506
30013492,down 5.43 %,$ung,-0.392,-0.3094283938407898
35726822,multiple expansion intact as well!,$fb,0.281,0.9992428421974182
719927544900784128,added $regn at 402,$regn,0.589,0.999483048915863
37808166,plunging! back to,$gevo,-0.628,-0.13914261758327484
24007748,running,$tso,0.284,0.8778371214866638
5588045,add to $fxp $skf positions,$skf,0.501,0.998805820941925
7971502,get ready for the 560 *flush*,$aapl,-0.264,-0.3893983066082001
711162648813903873,it needs a new tablet strategy,$aapl,-0.195,-0.3309325575828552
719529876332617728,taking some profits,$nxpi,-0.142,-0.6720312833786011
6783339,down day for all biotechs good to load up,$onty,0.281,0.9997252225875854
24993177,still loving it today,$ino,0.385,0.9936518669128418
719939196627116032,breaking 52 week highs timing looks great now,$ulta,0.419,0.999975860118866
719571979314077696,timberrrr,$tsla,-0.562,-0.2897787392139435
6178538,the best stocks for 2012,$aa,0.463,0.9999231696128845
12289874,double bottom could be in,$aapl,0.271,0.986146092414856
23199841,3-star analyst joe wittine from longbow research reiterated a hold rating,$ntap,0.214,0.9999800324440002
25591365,still having some trouble at the resistance line,$ubnt,0.071,0.9928510189056396
10397968,accumulation chart continues to make new highs showing accumulation continuing to take place,$lscc,0.497,0.9999796152114868
710984266318938113,apple hires former amazon executive george stathakopoulos as head of corporate data security,$aapl,0.146,0.9999665021896362
719531283689263104,has been slipping,$aapl,-0.245,-0.4232967793941498
35243913,bullish reversal setup and breakout,$uso,0.441,0.9999911785125732
11873404,near hod,$dcth,0.366,0.9723097681999207
6815309,moody's downgrade,$vxx,-0.299,-0.763145387172699
710822084579086336,markets back in black for 2016,$aapl,0.271,0.9972488880157471
5812515,this one is looking beat up and interesting,$fnfg,-0.084,0.7359074950218201
12707769,$amd is a two dollar spec play,$amd,-0.163,-0.4137297570705414
39025868,sell signal by $ndx internals,$ndx,-0.501,-0.6526756882667542
6192243,starting to creep up,$spy,-0.014,0.6146166324615479
32940708,invest in elon,$tsla,0.327,0.9917587637901306
15119660,still have my position,$nugt,0.381,0.9917454719543457
33675026,minuscule 0.09% gain in $ziv,$ziv,-0.059,-0.5490397214889526
709745040826966016,airlines battle for cuba routes $aal $luv $save $jblu,$save,0.092,0.9999948143959045
