id,company,title,Predicted Sentiment Score
1449,L&G,L&G completes UK's largest medically underwritten bulk pension risk deal,-0.04229997098445892
1450,CaixaBank,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",0.7386177778244019
1451,Barclays,Barclays sees Fed rate hike in early 2016,0.9663317203521729
1452,Legal & General Group Plc,Legal & General eyes company deals as individual annuities wither,0.32292550802230835
1453,ITV,CompaniesITV's audience numbers fall to lowest in 15 years,-0.19874761998653412
1454,ConAgra,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,0.96559739112854
1455,AB InBev,AB InBev offers SABMiller $3 billion breakup fee,0.9963329434394836
1456,London Stock Exchange Group,London Stock Exchange boosts FTSE on new bid hopes,0.6490321159362793
1457,Glencore,Glencore has a mogul in denial,0.44117918610572815
1458,Land Securities,Land Securities share price: group reveals strong full-year results,0.9410136938095093
1459,Glencore,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",-0.05434463173151016
1460,Glencore,Copper market may get a 2003-style supply shock from Glencore closures,0.8596571683883667
1461,Krispy Kreme,Krispy Kreme bring delicious doughnuts to Maryhill Tesco in Glasgow,0.4075891673564911
1462,Amazon,Jim Armitage: Amazon is Primed to deliver pain to grocery's old guard,0.44117918610572815
1463,Lloyds Banking Group PLC,3p PPI payout for Lloyds customer,0.08401671797037125
1464,HSBC,HSBC Reaches $470 Million Accord Over Foreclosure Abuses,0.5125227570533752
1465,Johnson Matthey,Johnson Matthey raises prospect of investor payout,0.5469247698783875
1466,AstraZeneca,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",0.9588638544082642
1467,J Sainsbury plc,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,0.36427778005599976
1468,Tesco PLC,Tesco store closures herald broader property overhaul,0.10467837005853653
1469,Daiichi Sankyo,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.9914908409118652
1470,Barclays,Next Barclays Investment Banking Chief May Signal Staley's Strategy,0.7117343544960022
1471,Old Mutual,Old Mutual shares soar on break-up report,0.29122647643089294
1472,BP,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",0.6268323659896851
1473,Centrica PLC,Higher energy consumption fails to lift Centrica's Q1 results,0.994335412979126
1474,Royal Bank of Scotland Group plc,S&P downgrades Barclays and RBS on government bailout fears,-0.2351997345685959
1475,AstraZeneca,AstraZeneca share price: Crohn's Disease drug divested for $215m,0.46480098366737366
1476,WWP,WPP Chief Projects Tough Ad Market as Customers Avoid Risks,0.6818850636482239
1477,EasyJet,EasyJet Seeks EU Operating Certificate as Brexit Workaround,0.9032179117202759
1478,Smiths Group,CompaniesSmiths Group profits plumped by security scanners,0.7489466667175293
1479,Gazprom,"Centrica extends gas deals with Gazprom, Statoil",0.7790389657020569
1480,BHP Billiton,"European stocks hover near 3-week low, Dialog and BHP slump",0.551794707775116
1481,Barclays,Barclays share price: Chairman 'perfectly comfortable' with ring-fencing rules,0.46079742908477783
1482,SunRay,SunRay Cuts Jobs as New Hampshire Reaches Cap on Solar Incentive,0.6082813143730164
1483,Aberdeen Asset Management,Aberdeen sees more investors pull cash in the December quarter,0.9268119931221008
1484,United Utilities,CompaniesUnited Utilities H1 profits just miss expectations,0.7489466667175293
1485,BHP Billiton,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,0.9997416734695435
1486,Standard Chartered PLC,New management bring rights issue risk at Standard Chartered�?,0.8362728953361511
1487,Tesco,Tesco names Deloitte as new auditor after accounting scandal,0.9513869285583496
1488,Tesco PLC,"Tesco returns to profit, but City demands more",0.47435903549194336
1489,Great Portland Estates plc,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.9994370937347412
1490,Zurich Insurance,Zurich Insurance Considering Offer for UK Rival RSA Insurance,0.9081615209579468
1491,RBS,ABN Amro: Bank that brought down RBS poised for return to the market,0.9536261558532715
1492,Shell,Shell's Arctic return faces hurdle at Seattle port,-0.22709450125694275
1493,Imperial Tobacco,Imperial Tobacco launches caffeinated mouth strips,0.8617975115776062
1494,Deutsche Telekom,Deutsche Telekom to Spend $27 Billion on Network in Germany,0.5860445499420166
1495,Takeda,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,0.9603530168533325
1496,ARM Holdings plc,Arm slammed by handset sales outlook,0.6145091652870178
1497,Aviva plc,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,0.9988136887550354
1498,Glencore,Glencore taps investors for $2.5bn,0.48190444707870483
1499,Intertain,Intertain considers London listing,0.4970366060733795
1500,Dixons Carphone,CompaniesDixons Carphone to close 134 UK stores as sales jump,0.6250605583190918
1501,Barclays,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,0.9689505100250244
1502,AstraZeneca,AstraZeneca lupus drug cuts disease activity in mid-stage trial,0.3811863958835602
1503,Morrissons,Morrisons reveals the 11 supermarkets facing closure at the expense of 900 jobs,0.5621374249458313
1504,Barclays,S&P downgrades Barclays and RBS on government bailout fears,-0.27263525128364563
1505,BHP,"BHP names chairman, board members to oversee Samarco disaster",0.9962506294250488
1506,Carnival Corporation,Carnival Corporation Launches Shipboard Mobile Gaming Solution For Mid ...,0.9704537391662598
1507,Wilshire Bancorp,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,0.9943753480911255
1508,Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.8375051021575928
1509,HSBC,HSBC selling unprofitable Brazil unit to Bradesco for $5.2 billion,0.7456419467926025
1510,Unilever,Volumes up and turnover down at Unilever,0.44117918610572815
1511,Citigroup,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.5594808459281921
1512,Tesco PLC,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.27339667081832886
1513,Shell,Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan,-0.08574672788381577
1514,Sainsbury's,Sainsbury's share price: Supermarket pushes ahead with Netto roll-out,0.5893268585205078
1515,Old Mutual,Gross Wins Back $272 Million Fund as Old Mutual Keeps Faith,0.9926905035972595
1516,Tesco PLC,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",0.9525926113128662
1517,BP,Bob Dudley's 20% pay rise at BP is a bit rich,0.8437033891677856
1518,Barclays,Three former Barclays traders found guilty in Libor rigging trial,-0.14071087539196014
1519,Barclays,3 ex-Barclays traders convicted over Libor rigging,0.20635515451431274
1520,BP,Climate qualms mean oil will never be used up - BP,0.11953813582658768
1521,Tesco,Tesco's Dunnhumby: Is Sir Martin Sorrell's WPP about to take a stake in the ...,0.612669825553894
1522,Tesco PLC,Tesco PLC's Recovery Continues With A £250m Cash Infusion,0.5181079506874084
1523,BHP Billiton,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,-0.19502951204776764
1524,Shire,Shire Sees Baxalta Deal Closing as Expected After New Rules,0.9775947332382202
1525,BHP Billiton,UPDATE 2-BHP Billiton profit dives to 10-year low on commodities rout,0.30074289441108704
1526,ITV,ITV share price: Group mulls takeover of Canada's Entertainment One,0.6500118374824524
1527,Tesco,City shock as John Allan beats Archie Norman to Tesco chair,0.9033785462379456
1528,SABMiller,"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",0.9113897681236267
1529,Royal Mail,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",0.8661665916442871
1530,London Stock Exchange Group,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.7628850340843201
1531,Barclays,Barclays shares dive as plan for ring-fencing costs extra £1 billion,0.18382926285266876
1532,Barclays,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,0.8631974458694458
1533,Tesco PLC,Tesco shareholders back ITV head for chairman,0.8161264061927795
1534,Coutts,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",0.027970068156719208
1535,Credit Suisse,Credit Suisse poaches Prudential's Thiam for Asian push,0.3236278295516968
1536,HSBC,HSBC share price in focus as executives receive call to appear before MPs,0.34198862314224243
1537,Glencore,"Glencore posts 3 pct fall in H1 copper output, cuts capex",-0.31582269072532654
1538,Fresnillo,CompaniesFresnillo shares jump 8% as silver price breaks $21,0.6313546895980835
1539,UBS,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",0.027970068156719208
1540,Banco BPI,Spain's Caixabank launches new takeover bid for Banco BPI,0.9974324107170105
1541,Tesco PLC,CompaniesTesco off to a bad start over Xmas – Kantar,0.8032084703445435
1542,Tesco PLC,Can Christmas Save Sainsbury's plc And Tesco plc?,0.1765768676996231
1543,Mid Wales,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,0.07970134168863297
1544,Aviva plc,Aviva shuts Friends Life head office in rapid integration move,0.7604147791862488
1545,Thomson,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",0.18664754927158356
1546,Shell,Speed of Shell's swoop for BG unusual,0.36793309450149536
1547,Barclays,Former Barclays banker pleaded guilty to Libor-rigging offence,0.2292364537715912
1548,Blinkbox,Tesco sells Blinkbox and broadband service to TalkTalk,0.7066134214401245
1549,Centrica PLC,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.9905781745910645
1550,Aggreko,Industry NewsAggreko buys Canada's ICS for £18m,0.505303144454956
1551,SABMiller,SABMiller revenue hit by weaker EM currencies,0.19886992871761322
1552,G4S,G4S slides on balance sheet worries,0.44117918610572815
1553,Royal Dutch Shell,Should You Buy Royal Dutch Shell Plc After Its Q4 'Update'?,0.9998975396156311
1554,Imperial Tobacco,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,0.14479182660579681
1555,Shell,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn,0.9315921068191528
1556,Sage,"Broker tips: RBS, Croda, Sage",0.31297025084495544
1557,AB InBev,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.8238152265548706
1558,Tesco PLC,Tesco sells Blinkbox and broadband service to TalkTalk,0.7066134214401245
1559,BP,BP reports biggest ever annual loss,-0.22548212110996246
1560,Schroders,Schroders posts profit growth,0.10005020350217819
1561,London Stock Exchange Group,London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...,0.904032826423645
1562,Old Mutual,Industry NewsOld Mutual appoints former SA finance minister as non-exec director,0.3562835156917572
1563,Royal Mail,Royal Mail share price rallies amid positive broker comments,0.28116846084594727
1564,Wells Fargo,Berkshire applies to boost Wells Fargo stake above 10 percent,0.9795708656311035
1565,Easyjet,Glasgow EasyJet flight forced to divert because of rowdy passengers' antics,0.44117918610572815
1566,Barclays,Barclays Libor verdicts provide much-needed victory for SFO,0.1075870469212532
1567,AstraZeneca,AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,0.9438953399658203
1568,Barclays,Barclays sells benchmark indices unit to Bloomberg,0.896741509437561
1569,Tesco PLC,Tesco sells South Korean arm to private equity group for $6.1 billion,0.9936462044715881
1570,BAE Systems,BAE Systems lines up oil executive Woodburn as next CEO - source,0.7715957164764404
1571,L&G,L&G strikes £230m bulk annuity deal,0.566213846206665
1572,BP,Drilling begins 3 miles from epicenter of BP oil spill,0.18239404261112213
1573,Barclays,Barclays drags FTSE into red as compensation mounts,0.5187841653823853
1574,London Stock Exchange Group,Merged LSE and Deutsche Börse would be led by Germany's Kengeter,0.8806782364845276
1575,BP,U.S. Oil-Worker Strike Reaches BP Plants With Talks on Hold,0.13535957038402557
1576,Lloyds Banking Group PLC,Lloyds Banking Group reports 7% dip in annual profits,0.12004218995571136
1577,PwC,British American Tobacco drops and sues PwC over pollution scandal,-0.21621114015579224
1578,Tesco PLC,Tesco picks buyout firm MBK as preferred bidder for South Korea unit - sources,0.9412508606910706
1579,SABMiller,AB InBev ups offer for SABMiller as deadline looms,0.9861353635787964
1580,Shire,Shire share price: Investors stage rebellion over executive pay,0.4633031189441681
1581,Dixons Carphone,Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,0.9898310899734497
1582,BG Group,Speed of Shell's swoop for BG unusual,0.3974025845527649
1583,Royal Bank of Scotland Group plc,RBS Shares Drop After Surprise Pension Charge Cuts Capital,-0.0092103136703372
1584,EasyJet,Easyjet in talks with EU governments about moving its headquarters out of the UK,0.9155095815658569
1585,Standard Life,Industry NewsStandard Life enjoys strong inflows to lift assets under management,0.7842043042182922
1586,Persimmon,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",0.9477341175079346
1587,Standard Life,Standard Life and Old Mutual join CII push to professionalism,0.44117918610572815
1588,Shire,Shire says internal synergy goals from Baxalta deal higher,0.8580056428909302
1589,Tesco PLC,Tesco share price tumbles after negative broker note,0.3126777112483978
1590,Tesco PLC,MBK Partners closes in on $6bn Tesco Korea deal,0.9202951192855835
1591,Lloyds,Lloyds share price: Lender set to escape steep profit fall,0.26224881410598755
1592,BP,UPDATE 1-BP signs $12 billion energy deal in Egypt,0.993683934211731
1593,Glaxo,Glaxo gets OK to expand marketing of inhaler drug,0.5633363723754883
1594,British American Tobacco plc,"UPDATE: British American Tobacco 2014 Profit Drops, Difficult 2015 Ahead",0.8275890350341797
1595,Meggitt,CompaniesMeggitt profits hit by weak energy and military markets,0.9483887553215027
1596,AstraZeneca,"AstraZeneca, Juno latest to collaborate on immuno-oncology drugs",0.3821670413017273
1597,Tesco PLC,Tesco share price steady as analysts weigh in on results,0.6574631333351135
1598,Barclays,Barclays To Pay Ousted Boss £500000 Bonus,0.37751179933547974
1599,Valeant Pharmaceuticals International,UPDATE 1-Valeant asks CEO Pearson to cooperate with US Senate committee,0.6065972447395325
1600,Morrisons,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,0.13250254094600677
1601,Shoeders,"Schroders assets hit record in Q1, buoyed by institutional inflows",0.05206553637981415
1602,Lloyds Banking Group PLC,"Profits drop six per cent at Lloyds Banking Group, beating analysts' expectations",0.5026151537895203
1603,Tullow Oil,CompaniesTullow Oil will cut expenditure further in 2016,0.513698935508728
1604,Glencore,Glencore increases debt reduction and cuts spending,0.2930492162704468
1605,WPP,Chime Communications Set To Be Acquired By WPP And Providence,0.7598966360092163
1606,G4S,G4S sees profits rise but UK contract problems remain,0.9988527297973633
1607,Diageo,Britain's FTSE recovers two-month low after Diageo shares rally on bid report,0.3697919249534607
1608,Glencore,METALS-London copper climbs as shorts cover on Glencore cutbacks,0.44117918610572815
1609,AstraZeneca,CompaniesAstraZeneca shares hit as 2016 revenue forecast to fall,0.00017103551363106817
1610,Crown Castle,Crown Castle buys Tower Development Corp for $461 million,0.5929654836654663
1611,Persimmon,BRIEF-Persimmon says too soon to judge effect of Brexit,0.3724921941757202
1612,Morrisons,Profit slumps at troubled UK grocer Morrisons,0.5154630541801453
1613,Barclays,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",0.277120441198349
1614,GlaxoSmithKline,"FTSE led lower by M&S, GlaxoSmithKline",0.4020269513130188
1615,Petrofac,Petrofac share price rises despite £30m costs on North Sea project,0.8038151264190674
1616,Economist Group,Pearson in Talks to Sell Its Stake in the Economist Group,0.46991094946861267
1617,Glencore,Investor body in talks with Glencore on $2.5 bln placing - Sky News,0.465443879365921
1618,SABMiller,Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,0.8685715198516846
1619,Barclays,Understated approach of Jenkins failed to win Barclays board over,0.9411910772323608
1620,AstraZeneca,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,0.982485294342041
1621,AstraZeneca,AstraZeneca agrees licensing deal for Plendil in China,0.8665129542350769
1622,Giraffe,"Tesco set to sell Kipa, Giraffe businesses - Sky News",0.7239956259727478
1623,Royal Bank of Scotland Group plc,Foreign exchange probes push RBS to £446m loss,-0.20463073253631592
1624,Whitbread,Whitbread share price climbs on Q4 sales growth,0.2619023323059082
1625,Actelion,CompaniesActelion shares hit record on Shire takeover talk,0.6314740777015686
1626,Ashtead,"UK Stocks Little Changed as Ashtead Gains, Housing Shares Drop",0.8097701668739319
1627,Royal Bank of Scotland Group plc,"Standard Chartered, RBS Escape Capital Raising in Stress Test",0.5343968868255615
1628,Premier Foods,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,0.4075891673564911
1629,Barclays,Barclays share price: Investment bank to shrink further despite CEO exit,0.3796067535877228
1630,Barclays,Exclusive: Barclays reins in foreign exchange trading before referendum result - sources,0.6537356972694397
1631,Barclays,Copper Falls With Mining Stocks as Barclays Warns of Pullback,-0.07900649309158325
1632,Glencore,LPC-Glencore launches refinancing of US$8.45bn loan,0.9830389022827148
1633,GSK,GSK and Novartis complete deals to reshape both drugmakers,0.5235021710395813
1634,AstraZeneca,Sanofi poaches AstraZeneca scientist as new research head,0.677418053150177
