,company,id,sentiment,title,Predicted Sentiment Score
272,Dunelm Group plc,274,0.14,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.9998362064361572
273,Royal Bank of Scotland Group plc,275,-0.69,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-0.3981107473373413
274,National Grid,276,0.368,National Grid profit up 15%; gas sale on track,0.9997890591621399
275,AstraZeneca,277,0.519,AstraZeneca chases Acerta to secure next cancer drug winner,0.999947190284729
276,Prudential,278,0.337,"Prudential capital ratio beats forecasts, confirms UK head",0.9999510049819946
277,Prudential Financial,279,0.0,CompaniesEx-City watchdog Turner joins Prudential board,0.9999284744262695
278,Statoil,280,-0.444,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",-0.278934121131897
279,Shell,281,0.235,BG Group Still Happy With Shell's $70 Billion Offer,0.9998106360435486
280,AstraZeneca,282,0.499,CompaniesAstraZeneca wins nod for 'blockbuster' hopeful,0.9999064207077026
281,Shell,283,-0.222,Shell to Lay Off Another 2200 Staff,-0.1777660995721817
282,Carnival Corporation,284,0.099,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,0.9999534487724304
283,Diageo,285,0.0,CompaniesDiageo stays neutral on India boardroom turmoil,0.9998918175697327
284,Tesco,286,0.2,Tesco to 'axe 10000 jobs' in 'simplification' drive to cut costs by 30 per cent,0.9998441934585571
285,Barclays,287,0.077,Barclays poised to replace Sir Mike Rake as he heads for exit,0.9999054074287415
286,Tesco,288,0.02,Tesco bans sugary drinks in Ã¢â‚¬Å“childhood obesity driveÃ¢â‚¬í€€,0.9998827576637268
287,Tata Steel,289,0.143,Tata Steel working with StanChart for UK unit sale - source,0.9998935461044312
288,Sainsbury's,290,0.021,Sainsbury's share price: Grocer launches click-and-collect,0.9997682571411133
289,AO World,291,-0.815,AO World shares tumble on profit warning,-0.38064420223236084
290,Shell,292,0.148,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,0.9999306797981262
291,Glencore,293,0.278,Glencore tells investors it is on track to reduce debt: Barclays,0.9998725056648254
292,Whitbread,294,-0.1,Whitbread boss Andy Harrison defends sales fall as 'just a blip',-0.4820493757724762
293,Severn Trent,295,0.214,Borealis Infrastructure putting together new Severn Trent bid,0.9999651908874512
294,Perrigo,296,0.326,AstraZeneca sells US drug rights to Perrigo for $380 mln,0.9999389052391052
295,Aggreko,297,-0.441,Aggreko 2015 Profit Declines - Quick Facts,-0.2433510422706604
296,Pearson,298,-0.372,Pearson lags as UK's FTSE slips off record high,-0.17497098445892334
297,RBS,299,0.12,RBS hands Ã‚Â£3.3m of shares to top staff,0.999757707118988
298,Glencore,300,0.423,Glencore sells agriculture stake for $2.5bn,0.9999011754989624
299,Barclays,301,-0.075,Barclays says has spent $150 million on US 'living will',-0.26871609687805176
300,Royal Bank of Scotland Group plc,302,-0.457,RBS share price: Group plans to slash 600 jobs,-0.42385464906692505
301,Lafarge Holcim,303,0.365,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.9999603033065796
302,Barclays,304,0.35,"Eurozone bank lending continues to recover, slowly, Barclays says",0.9998562932014465
303,Royal Bank of Scotland Group plc,305,-0.05,RBS breaks with past by tearing investment bank apart,-0.3814206123352051
304,Aberdeen Asset Management,306,0.357,Aberdeen Asset Management Gains Foothold In China,0.999716579914093
305,BP,307,-0.637,BP to pay investors $175m over Gulf spill claims,-0.37074971199035645
306,Persimmon,308,0.253,Persimmon sees post-election pick-up,0.9999390244483948
307,Sainsbury's,309,-0.351,Fewer multi-buys hurt Sainsbury's market share,-0.12304730713367462
308,SABMiller,310,0.437,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.9996411204338074
309,Tailor Wimpey,311,0.508,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0.999946653842926
310,AstraZeneca,312,-0.405,AstraZeneca profit down as sales of stalwarts fade,-0.3173348605632782
311,Tesco PLC,313,0.439,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,0.9998451471328735
312,Associated British Foods,314,0.366,Associated British Foods helps FTSE to rebound,0.99854975938797
313,Shell,315,0.0,Why Shell Cut Ties to Conservative Lobby Group Over Climate Change,0.9998934268951416
314,Thermo Scientific,316,0.286,Johnson Matthey sells research chemicals unit to Thermo Scientific,0.9997504949569702
315,Tesco,317,0.546,Tesco rebounds as buyers sense a bargain,0.999325156211853
316,Valeant Pharmaceuticals International,318,0.001,"Valeant CEO Returns From Leave, Company Withdraws Guidance",0.9999605417251587
317,AstraZeneca,319,0.64,AstraZeneca shares climb 3% as drug maker ups profits forecasts,0.9999452829360962
318,EasyJet,320,-0.238,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",-0.5871508121490479
319,Tesco PLC,321,-0.279,"Failure of leadership' behind Tesco troubles, says former CEO Leahy",-0.23798365890979767
320,British American Tobacco plc,322,-0.116,British American Tobacco says would fight UK 'plain packaging' law,-0.3757081627845764
321,JV Partner,323,0.427,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.9999139308929443
322,SABMiller,324,0.329,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.999890923500061
323,ASOS plc,325,0.0,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.9999005794525146
324,Persimmon,326,0.359,Persimmon reports strong trading despite EU vote and planning delays,0.9999372363090515
325,ICE,327,0.096,NYSE owner ICE considers offer for LSE,0.9988003373146057
326,AstraZeneca,328,-0.085,CompaniesSanofi poaches immunology expert from AstraZeneca,0.4933275580406189
327,Mylan,329,0.0,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,0.9998407363891602
328,BP,330,-0.293,BP ends 27-year sponsorship of Tate as falling oil price takes toll,-0.6804801225662231
329,Shell,331,-0.38,Royal Dutch Shell pulls plug on Arctic exploration,-0.4562020003795624
330,Glencore,332,0.258,Horizonte acquires neighbouring Glencore nickel property in Brazil,0.9998915791511536
331,Standard Chartered PLC,333,0.321,"Standard Chartered, RBS Escape Capital Raising in Stress Test",0.9996092915534973
332,AstraZeneca,334,0.507,FDA approves AstraZeneca drug for advanced lung cancer,0.9999237656593323
333,Barclays,335,0.105,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,0.999700129032135
334,Severn Trent,336,0.177,"Water utility Severn Trent ups savings forecast, FY profit falls",0.9999774694442749
335,Reed Elsevier,337,-0.369,Reed Elsevier shares cool after profit dip,-0.1125115156173706
336,BAE Systems,338,0.074,BAE Systems lines up oil exec Woodburn as next CEO -source,0.9998663663864136
337,Diageo,339,0.0,Diageo share price: Group issues half-year update,0.9994816184043884
338,Diageo,340,0.0,CompaniesDiageo moves CFO to lead North American business,0.9998788833618164
339,Lloyds,341,-0.2,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",-0.28295427560806274
340,Legal & General Group Plc,342,-0.166,Legal & General share price: Finance chief to step down,-0.5943818688392639
341,London Stock Exchange Group,343,0.076,CompaniesLSE adds ex-SEC head Schapiro to board,0.9998736381530762
342,SABMiller,344,0.353,"European shares fall on Chinese import data, SABMiller soars",0.999627411365509
343,Schroders,345,0.5,"News FeedSchroders books solid earnings growth, several board changes",0.9998338222503662
344,Valeant Pharmaceuticals International,346,0.238,"Valeant, AstraZeneca strike psoriasis drug deal",0.9995201826095581
345,Barclays,347,0.252,Barclays considers acquisition to help split off retail arm,0.9999348521232605
346,Barclays,348,-0.732,CFTC fines Barclays $560000 for inaccurate swaps position reports,-0.4698413610458374
347,Deutsche Boerse,349,0.146,Merged LSE and Deutsche BÃƒÂ¶rse would be led by Germany's Kengeter,0.9998846650123596
348,Tesco PLC,350,0.426,Tesco turnaround gathers pace under new CEO,0.9993293285369873
349,Tesco PLC,351,-0.398,"Tesco, Asda sales fall as march of the discounters continues: Kantar",-0.559196949005127
350,Glencore,352,0.253,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",0.9998849630355835
351,BP,353,-0.268,BP cuts capex for third time this year to deal with weak oil,-0.19976423680782318
352,AstraZeneca,354,0.395,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,0.9998650550842285
353,Sainsbury's,355,-0.397,Sainsbury chief warns of squeeze on high street retailers,-0.38668590784072876
354,Shell,356,-0.314,US sanctions put Gazprom-Shell alliance plans in jeopardy,-0.46928104758262634
355,Shell,357,-0.407,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,-0.4299696683883667
356,AB InBev,358,0.004,AB InBev to Sell SABMiller Stake in China's Snow Beer,0.999296247959137
357,Persimmon,359,0.975,Persimmon share price climbs on 23% rise in full-year revenue,0.9999468326568604
358,Royal Mail,360,0.053,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package,0.9999303221702576
359,Travis Perkins,361,0.53,Travis Perkins to create 4000 jobs,0.9998125433921814
360,London Stock Exchange Group,362,-0.415,LSE-Deutsche BÃƒÂ¶rse dealmakers wrong to ignore Brexit risk,-0.5313822031021118
361,Lloyds Banking Group PLC,363,-0.317,Britain cuts Lloyds Banking Group stake to below 17 pct,-0.2442745864391327
362,HSBC,364,0.543,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.9998583793640137
363,BP,365,-0.741,BP Reports $583 Million Loss in First Quarter,-0.31003475189208984
364,William Hill,366,-0.637,"Britain's FTSE led lower by ITV, William Hill",-0.22155286371707916
365,JP Morgan,367,0.0,Barclays set to name former JPMorgan banker Staley as new CEO,0.9997802972793579
366,BHS,368,0.157,Friday Papers: Sir Philip Green sells BHS for Ã‚Â£1,0.9997512698173523
367,Berkshire,369,0.25,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.9999575018882751
368,CaixaBank,370,0.375,Spain's CaixaBank Expects To Close Deal For Banco BPI,0.9998154640197754
369,Kraft Heinz,371,0.214,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.999954342842102
370,Persimmon,372,0.384,Persimmon revenues lifted 12% by post-election confidence,0.9999407529830933
371,Aviva plc,373,0.163,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,0.5167571902275085
372,BP,374,-0.355,US urges final approval of $20 billion BP oil spill pact,-0.34957167506217957
373,Gleneagles Hotel,375,0.237,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.9999393820762634
374,GSK,376,0.2,UPDATE 1-GSK-linked investigator freed early from China jail - source,0.9999397993087769
375,Tesco PLC,377,-0.612,"FTSE hits three-week low as financials, Tesco fall",-0.4315837621688843
376,Deutsche Boerse,378,-0.473,LSE-Deutsche BÃƒÂ¶rse dealmakers wrong to ignore Brexit risk,-0.5313822031021118
377,Weir Group,379,0.09,Weir Group offloads two renewables units,0.9986657500267029
378,Aggreko,380,-0.546,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,-0.38015449047088623
379,Weir Group,381,-0.627,"Industry NewsRevenue, earnings take a tumble at Weir Group",-0.3207325339317322
380,Ashtead,382,0.461,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",0.9995126724243164
381,EasyJet,383,-0.6,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",-0.4558905363082886
382,London Stock Exchange Group,384,-0.359,London stock exchange shareholders vote on merger deal under Brexit cloud,-0.2748830318450928
383,AstraZeneca,385,0.289,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",0.9999451637268066
384,Intercontinental Exchange,386,-0.127,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,-0.25822535157203674
385,Tesco,387,-0.15,Dave Lewis paid Ã‚Â£4.1m for first 6 months at Tesco,-0.3131130337715149
386,Weir Group,388,0.323,Weir Group says first-half profits will be 'slightly ahead' of expectations,0.9998825788497925
387,Glencore,389,0.259,Glencore Sells $2.5 Billion Stake in Agriculture Unit,0.9999731183052063
388,AstraZeneca,390,0.075,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,0.9998593926429749
389,Hargreaves Lansdown,391,0.571,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,0.999521017074585
390,Tesco PLC,392,-0.691,"Britain's FTSE hits three-week low as financials, Tesco fall",-0.37956729531288147
391,Royal Bank of Scotland Group plc,393,0.833,Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks,0.9997820854187012
392,3G Capital,394,0.247,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",0.9999522566795349
393,Shell,395,-0.345,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,-0.3277134299278259
394,GKN,396,0.276,GKN to buy Fokker Technologies for 706 mln euros,0.9998837113380432
395,Mondi,397,0.789,Questor share tip: Mondi shares jump 10pc on strong start,0.9999629855155945
396,Berkshire Hathaway Inc.,398,-0.288,"Berkshire discloses unit's ties to Iran, opens probe",-0.4357098340988159
397,Rio Tinto,399,-0.511,"Rio Tinto swings to loss, drops dividend policy",-0.3118981420993805
398,Rio Tinto,400,0.309,Rio Tinto Reaffirms Goal for Iron Ore Output,0.999688982963562
399,EasyJet,401,-0.804,Shares in easyJet fall to three-year low after Brexit profit warning,-0.22727255523204803
400,Shire,402,0.4,Shire share price: Group releases full-year results,0.9995942115783691
401,AstraZeneca,403,0.219,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,0.9998847842216492
402,Barclays,404,-0.426,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,-0.30803823471069336
403,Meantime,405,0.415,SABMiller buys Meantime to quench thirst for craft beer,0.9999154210090637
404,Standard Chartered,406,-0.78,Standard Chartered to slash costs as profits plunge 25%,-0.45417314767837524
405,Berkshire Hathaway Inc.,407,0.668,Buffett's Berkshire delivers 9.8% profit growth,0.9999061226844788
406,Rio Tinto,408,0.114,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand",0.9998478293418884
407,Showa Shell Sekiyu,409,-0.036,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn,-0.3213675022125244
408,RELX Group,410,0.0,Reed Elsevier to rename itself RELX Group,0.9995893239974976
409,Sotheby's,411,-0.06,Sotheby's chairman takes his final sale,-0.5883923172950745
410,Insight,412,0.137,Insight hires Aviva's David Hillier for multi-asset team,0.9999067187309265
411,BG Group,413,0.393,Shell offers 50 percent premium to buy BG for $70 billion,0.9999569654464722
412,Novartis,414,0.217,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,0.9999229907989502
413,AB InBev,415,0.256,AB InBev to sell Peroni and Grolsch,0.9992629885673523
414,Unilever,416,-0.373,Unilever posts weaker-than-expected fourth quarter,-0.3397131860256195
415,Morrisons,417,-0.161,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,-0.5291270613670349
416,Emirates,418,0.724,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.9999579787254333
417,ITV,419,0.003,Entertainment One dispels ITV takeover rumours,0.9999387860298157
418,London Stock Exchange Group,420,0.396,NYSE owner ICE considers offer for LSE,0.9988003373146057
419,GSK,421,0.276,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,0.9999229907989502
420,BP,422,0.262,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.9999194741249084
421,HSBC,423,-0.5,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",-0.5170806050300598
422,Transocean,424,-0.388,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",-0.4917878210544586
423,Centrica PLC,425,0.195,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",0.9999401569366455
424,RBS,426,0.1,RBS bosses ordered to go out and meet small firms,0.99992835521698
425,AB InBev,427,0.207,AB InBev offers to sell some SABMiller brands,0.9997692704200745
426,Tesco PLC,428,0.155,RPT-UK supermarkets braced for battle as Tesco comes out fighting,0.9998124241828918
427,Glencore,429,0.166,"UPDATE 1-Glencore flags sale of some Australia, Chile assets",0.999854564666748
428,Barclays,430,0.1,Barclays says not been offered deferred prosecution deal by SFO,0.9995822310447693
429,Aviva plc,431,0.281,Aviva promises higher dividends to boost flagging share price,0.9999196529388428
430,AB InBev,432,0.278,Brewer AB InBev seeks $275 bln tie-up with SABMiller,0.9999526143074036
431,London Stock Exchange Group,433,-0.303,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,-0.25822535157203674
432,Glencore,434,-0.26,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-0.46631649136543274
433,HSBC,435,-0.756,HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million,-0.4748447835445404
434,Schroders,436,0.942,Earnings surge as fund manager Schroders reports a record year,0.9997678399085999
435,London Stock Exchange,437,-0.352,Eurocrat left best-placed to unravel London Stock Exchange deal,-0.23093730211257935
436,AB InBev,438,-0.033,Lawmakers worry AB InBev beer deal will hurt craft brewers,-0.38777652382850647
437,Standard Life,439,0.815,StanLife leads FTSE after strong earnings,0.9974967241287231
438,Lloyds Banking Group PLC,440,0.365,Lloyds Banking Group eyes return to dealmaking with MBNA bid,0.9997589588165283
439,SABMiller,441,0.24,Anheuser-Busch InBev Increases Offer for Rival SABMiller,0.9998622536659241
440,Lloyds Banking Group PLC,442,-0.532,"UK government sells more Lloyds shares, cuts stake to below 12 percent",-0.31704846024513245
441,Kinder Morgan,443,0.225,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,0.9999573826789856
442,Tesco,444,-0.25,Tesco says UK store closures put 2000 jobs at risk,-0.5679833889007568
443,Tesco,445,0.213,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,0.999853253364563
444,Coca-Cola,446,0.089,"Buffett talks wind energy, Coca-Cola at Berkshire meeting",0.9999557733535767
445,TSB,447,-0.083,TSB boss: Current account switching must be simpler,-0.43802541494369507
446,Barclays,448,-0.253,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,-0.22905807197093964
447,Kingfisher,449,0.467,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.999954879283905
448,Berkshire Hathaway Inc.,450,-0.161,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,-0.19337837398052216
449,Royal Dutch Shell,451,0.284,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",0.9994228482246399
450,EasyJet,452,-0.013,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.5444411635398865
451,AstraZeneca,453,0.481,AstraZeneca says new lung cancer pill Tagrisso approved by EU,0.9999590516090393
452,Barclays,454,-0.743,Two former Barclays traders face retrial over Libor,-0.41057994961738586
453,BP,455,0.066,MarketsBP promotes upstream boss to deputy CEO,0.9999010562896729
454,Glencore,456,-0.565,"Glencore swings to loss, will sell more assets",-0.25181207060813904
455,Shell,457,0.25,Shell to buy BG Group in $69.7 billion takeover,0.999941349029541
456,Clydesdale Bank,458,-0.707,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,-0.5059114098548889
457,Standard Chartered PLC,459,0.763,UK's FTSE climbs to record closing high as Standard Chartered surges,0.9998528957366943
458,BP,460,0.018,US judge rules that BP spill smaller than feared,0.99979168176651
459,Royal Mail,461,0.0,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,0.99982088804245
460,MillerCoors,462,0.053,"AB InBev launches SAB bid, to sell MillerCoors stake",0.9998698830604553
461,ARM Holdings plc,463,0.571,ARM Royalties Accelerate as Smartphone Market Regains Strength,0.999948263168335
462,Shell,464,-0.693,Shell fined by Scottish court for 2011 North Sea oil spill,-0.5357316732406616
463,Glencore,465,-0.301,Glencore chief blames rivals' overproduction for share price fall,-0.41096243262290955
464,Valeant Pharmaceuticals International,466,0.166,"Ackman, in email, says supports Valeant CEO Pearson",0.9999331831932068
465,GlaxoSmithKline,467,-0.12,GlaxoSmithKline's CEO Witty to bow out in March 2017,-0.4344991445541382
466,Standard Life,468,-0.706,Standard Life shuts Ã‚Â£2.9bn property fund after investors rush to withdraw money post-Brexit,-0.38734814524650574
467,Shire,469,0.124,Shire CEO steps up drive to get Baxalta board talking,0.9999672770500183
468,BP,470,-0.4,FTSE slide halted by BP's Ã‚Â£12bn US settlement - London Report,-0.4530974328517914
469,Sainsbury's,471,-0.012,Sainsbury's pressed to raise bid for Home Retail Group,-0.24687974154949188
470,NPS,472,0.364,"FDA approves NPS drug, in move validating Shire takeover deal",0.9999232292175293
471,Sanofi,473,0.066,Sanofi poaches AstraZeneca scientist as new research head,0.9995761513710022
472,Sanofi,474,0.188,CompaniesSanofi poaches immunology expert from AstraZeneca,0.4933275580406189
473,ITV,475,0.199,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.9999558329582214
474,Royal Bank of Scotland Group plc,476,0.381,"Broker tips: RBS, Croda, Sage",0.9998972415924072
475,Royal Mail,477,-0.438,"Royal Mail, Johnson Matthey lead FTSE lower",-0.20890255272388458
476,Whitbread,478,-0.562,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,-0.42429375648498535
477,Carlsberg,479,-0.468,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.4257984757423401
478,GlaxoSmithKline,480,-0.408,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,-0.3283838927745819
479,Financial Times,481,-0.052,Report: Financial Times up for sale,-0.18517234921455383
480,Glencore,482,0.124,Glencore raises $2.5bn through share placing to help cut debt load,0.9998232126235962
481,Det Norske,483,0.248,BP joins forces with Det Norske in Norway,0.9998751282691956
482,Rio Tinto,484,-0.387,No pay hikes this year at Rio Tinto as mining slump bites,-0.5701141953468323
483,Citigroup,485,-0.647,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.34144461154937744
484,Apple,486,0.989,Warren Buffett's Berkshire Hathaway buys stake in Apple,0.9999579787254333
485,Croda,487,0.391,"Broker tips: RBS, Croda, Sage",0.9998972415924072
486,Deutsche Boerse,488,0.29,London Stock Exchange seals Ã‚Â£22 billion merger with Germany's Deutsche BÃƒÂ¶rse,0.999937117099762
487,Diageo,489,0.361,FTSE steadies around 2-month low Diageo shares surge,0.9998902082443237
488,Lonmin,490,-0.314,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-0.46631649136543274
489,London Stock Exchange Group,491,0.406,London Stock Exchange Shareholders Approve Merger With Deutsche BÃƒÂ¶rse,0.9994681477546692
490,HSBC,492,0.029,"We'd support HSBC leaving London, says Standard Life",0.9999492764472961
491,ICE,493,0.226,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.6179524660110474
492,Tesco PLC,494,0.084,CompaniesTesco bumps up pay for store staff,0.9997192025184631
493,BP,495,-0.179,BP pay boss feels the heat from revolt over Dudley's Ã‚Â£14 million,-0.41947299242019653
494,Barclays,496,0.149,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,0.9999378323554993
495,BG Group,497,-0.451,Shell Plans to Shed 2800 Jobs After Buying BG Group,-0.3267855942249298
496,Old Mutual,498,0.164,"Old Mutual to split up, may list some businesses",0.9999344944953918
497,RBS,499,-0.2,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",-0.28295427560806274
498,Mr Bricolage,500,-0.253,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.6398367881774902
499,EasyJet,501,0.093,EasyJet to pass on lower fuel prices to customers,0.9997246265411377
500,Tesco PLC,502,-0.267,Tesco loses two more directors as Garfield and Tammenoms step down,-0.49510809779167175
501,Royal Bank of Scotland Group plc,503,-0.295,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,-0.214506596326828
502,Prudential,504,-0.031,Credit Suisse poaches Prudential's Thiam for Asian push,-0.49184346199035645
503,John Wood Group PLC,505,0.103,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.999722421169281
504,Wolseley,506,-0.31,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,-0.3439621329307556
505,GSK,507,0.379,EU regulator backs approval for GSK injectable asthma drug,0.9999382495880127
506,Rolls-Royce,508,-0.075,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.5759674310684204
507,London Stock Exchange Group,509,0.247,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,0.9999009966850281
508,Wells Fargo,510,0.422,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.9999575018882751
509,Severn Trent,511,0.357,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,0.9997276663780212
510,ITV,512,0.42,ITV merger reports boost Footsie stocks,0.9998568892478943
511,Cadbury's,513,-0.158,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.5144595503807068
512,Wolseley,514,0.47,Wolseley helps lift FTSE from losses,0.9995951652526855
513,AstraZeneca,515,0.098,Novo Nordisk and AstraZeneca seek tonic from key drug trials,0.9999367594718933
514,Saudi Aramco,516,-0.142,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.32341426610946655
515,Lloyds Banking Group PLC,517,-0.512,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,-0.5193853974342346
516,AstraZeneca,518,0.242,AstraZeneca sells Caprelsa rights to Sanofi unit,0.9999654293060303
517,Wood Group,519,0.436,Industry NewsWood Group wins multi-million dollar contract with BP,0.9998700618743896
518,Royal Mail,520,0.208,Royal Mail and workers' union agree pay deal,0.9989065527915955
519,Lloyds Banking Group PLC,521,0.369,Lloyds wins right to buy bonds back early to save 1 billion pounds,0.9999740719795227
520,Admiral Group plc,522,0.669,"Britain's FTSE buoyed by Admiral, building sector gains",0.9999234676361084
521,Tesco PLC,523,-0.209,Tesco share price: Brand Guarantee comes under fire,-0.5562578439712524
522,M&G Investments,524,-0.448,"FTSE led lower by M&S, GlaxoSmithKline",-0.39876994490623474
523,Kingfisher,525,0.678,FTSE edges up as investors cheer Kingfisher results,0.9998250603675842
524,HSBC,526,-0.528,HSBC chief hit with tax-avoidance scandal,-0.43897703289985657
525,Lloyds Banking Group,527,-0.1,British government stake in Lloyds Banking Group fa,-0.3075752556324005
526,AstraZeneca,528,0.295,AstraZeneca's $727 million play to do away with chemotherapy,0.9999462366104126
527,HSBC,529,0.154,HSBC appoints business leaders to board,0.9999204277992249
528,Diageo,530,-0.483,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.4257984757423401
529,Deere,531,0.316,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.9999178051948547
530,BG Group,532,0.853,BUZZ-BG Group: outperforms sector after record output,0.9998946785926819
531,Mylan,533,0.652,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.999906063079834
532,Citigroup,534,0.224,"After Barclays and Bank of America, Citigroup has blockchain in sight",0.9999159574508667
533,G4S,535,0.327,"Industry NewsG4S makes 'positive' start to year, no new impairments",0.9999306201934814
534,Morrisons,536,0.376,Morrisons helps FTSE edge higher energy shares slip,0.9999186396598816
535,Old Mutual,537,0.666,Old Mutual share price: Wealth unit seen as blue-chip company,0.999949038028717
536,Unilever,538,0.383,CompaniesUnilever sales lifted by ice cream in soft economy,0.9997937083244324
537,InterContinental Hotels Group,539,-0.329,InterContinental Hotels first-quarter global room revenue lags estimates,-0.24479249119758606
538,Bunzl,540,0.487,"Bunzl backs 2015 view, buys more businesses",0.999599814414978
539,Tesco PLC,541,-0.358,Bidders Abandon Auction Of Tesco Data Unit,-0.16009648144245148
540,Shell,542,0.276,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.9999194741249084
541,Standard Life,543,0.426,Euro zone QE helps Standard Life first-quarter funds boost,0.9999355673789978
542,Smith & Nephew,544,0.565,Smith & Nephew 2015 trading profit beats expectations,0.9994520545005798
