id,company,title,sentiment,Predicted Sentiment Score
287,Barclays,Barclays poised to replace Sir Mike Rake as he heads for exit,0.077,0.44117918610572815
288,Tesco,Tesco bans sugary drinks in â€œchildhood obesity driveâ€퀀,0.02,0.8966022729873657
289,Tata Steel,Tata Steel working with StanChart for UK unit sale - source,0.143,0.5429099202156067
290,Sainsbury's,Sainsbury's share price: Grocer launches click-and-collect,0.021,0.7607321739196777
291,AO World,AO World shares tumble on profit warning,-0.815,0.35240551829338074
292,Shell,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,0.148,0.9879263043403625
293,Glencore,Glencore tells investors it is on track to reduce debt: Barclays,0.278,0.6767476797103882
294,Whitbread,Whitbread boss Andy Harrison defends sales fall as 'just a blip',-0.1,-0.07911381125450134
295,Severn Trent,Borealis Infrastructure putting together new Severn Trent bid,0.214,0.7750759124755859
296,Perrigo,AstraZeneca sells US drug rights to Perrigo for $380 mln,0.326,0.9998660087585449
297,Aggreko,Aggreko 2015 Profit Declines - Quick Facts,-0.441,0.22844186425209045
298,Pearson,Pearson lags as UK's FTSE slips off record high,-0.372,-0.05101660266518593
299,RBS,RBS hands Â£3.3m of shares to top staff,0.12,0.5565877556800842
300,Glencore,Glencore sells agriculture stake for $2.5bn,0.423,0.7952558994293213
301,Barclays,Barclays says has spent $150 million on US 'living will',-0.075,0.21320614218711853
302,Royal Bank of Scotland Group plc,RBS share price: Group plans to slash 600 jobs,-0.457,0.3997512757778168
303,Lafarge Holcim,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.365,0.9993821978569031
304,Barclays,"Eurozone bank lending continues to recover, slowly, Barclays says",0.35,0.4393598437309265
305,Royal Bank of Scotland Group plc,RBS breaks with past by tearing investment bank apart,-0.05,0.17654652893543243
306,Aberdeen Asset Management,Aberdeen Asset Management Gains Foothold In China,0.357,0.9636837840080261
307,BP,BP to pay investors $175m over Gulf spill claims,-0.637,0.03526229038834572
308,Persimmon,Persimmon sees post-election pick-up,0.253,0.8184406757354736
309,Sainsbury's,Fewer multi-buys hurt Sainsbury's market share,-0.351,0.22381587326526642
310,SABMiller,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.437,0.6300863027572632
311,Tailor Wimpey,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0.508,0.9999477863311768
312,AstraZeneca,AstraZeneca profit down as sales of stalwarts fade,-0.405,0.3660845458507538
313,Tesco PLC,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,0.439,0.34426966309547424
314,Associated British Foods,Associated British Foods helps FTSE to rebound,0.366,0.9347594976425171
315,Shell,Why Shell Cut Ties to Conservative Lobby Group Over Climate Change,0.0,0.7180850505828857
316,Thermo Scientific,Johnson Matthey sells research chemicals unit to Thermo Scientific,0.286,0.896741509437561
317,Tesco,Tesco rebounds as buyers sense a bargain,0.546,0.44117918610572815
318,Valeant Pharmaceuticals International,"Valeant CEO Returns From Leave, Company Withdraws Guidance",0.001,0.9648986458778381
319,AstraZeneca,AstraZeneca shares climb 3% as drug maker ups profits forecasts,0.64,0.9943622946739197
320,EasyJet,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",-0.238,0.39889290928840637
321,Tesco PLC,"Failure of leadership' behind Tesco troubles, says former CEO Leahy",-0.279,0.30739322304725647
322,British American Tobacco plc,British American Tobacco says would fight UK 'plain packaging' law,-0.116,0.0709201991558075
323,JV Partner,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.427,0.9618054032325745
324,SABMiller,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.329,0.9480884075164795
325,ASOS plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.0,0.9999582767486572
326,Persimmon,Persimmon reports strong trading despite EU vote and planning delays,0.359,0.9975700974464417
327,ICE,NYSE owner ICE considers offer for LSE,0.096,0.8035324215888977
328,AstraZeneca,CompaniesSanofi poaches immunology expert from AstraZeneca,-0.085,0.3236278295516968
329,Mylan,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,0.0,0.9729973077774048
330,BP,BP ends 27-year sponsorship of Tate as falling oil price takes toll,-0.293,-0.21022401750087738
331,Shell,Royal Dutch Shell pulls plug on Arctic exploration,-0.38,-0.019997701048851013
332,Glencore,Horizonte acquires neighbouring Glencore nickel property in Brazil,0.258,0.7301251292228699
333,Standard Chartered PLC,"Standard Chartered, RBS Escape Capital Raising in Stress Test",0.321,0.5343968868255615
334,AstraZeneca,FDA approves AstraZeneca drug for advanced lung cancer,0.507,0.9799312353134155
335,Barclays,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,0.105,0.5479786992073059
336,Severn Trent,"Water utility Severn Trent ups savings forecast, FY profit falls",0.177,0.8267634510993958
337,Reed Elsevier,Reed Elsevier shares cool after profit dip,-0.369,0.35240551829338074
338,BAE Systems,BAE Systems lines up oil exec Woodburn as next CEO -source,0.074,0.6429885029792786
339,Diageo,Diageo share price: Group issues half-year update,0.0,0.6844351291656494
340,Diageo,CompaniesDiageo moves CFO to lead North American business,0.0,0.999337375164032
341,Lloyds,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",-0.2,-0.18437954783439636
342,Legal & General Group Plc,Legal & General share price: Finance chief to step down,-0.166,-0.2912614047527313
343,London Stock Exchange Group,CompaniesLSE adds ex-SEC head Schapiro to board,0.076,0.8536344766616821
344,SABMiller,"European shares fall on Chinese import data, SABMiller soars",0.353,0.7211878895759583
345,Schroders,"News FeedSchroders books solid earnings growth, several board changes",0.5,0.7855967283248901
346,Valeant Pharmaceuticals International,"Valeant, AstraZeneca strike psoriasis drug deal",0.238,0.9343810677528381
347,Barclays,Barclays considers acquisition to help split off retail arm,0.252,0.976852297782898
348,Barclays,CFTC fines Barclays $560000 for inaccurate swaps position reports,-0.732,0.45289766788482666
349,Deutsche Boerse,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,0.146,0.8806782364845276
350,Tesco PLC,Tesco turnaround gathers pace under new CEO,0.426,0.8560006022453308
351,Tesco PLC,"Tesco, Asda sales fall as march of the discounters continues: Kantar",-0.398,-0.1388043612241745
352,Glencore,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",0.253,0.9967976212501526
353,BP,BP cuts capex for third time this year to deal with weak oil,-0.268,-0.14621715247631073
354,AstraZeneca,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,0.395,0.9311845302581787
355,Sainsbury's,Sainsbury chief warns of squeeze on high street retailers,-0.397,0.2703447937965393
356,Shell,US sanctions put Gazprom-Shell alliance plans in jeopardy,-0.314,-0.11789952963590622
357,Shell,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,-0.407,-0.06500394642353058
358,AB InBev,AB InBev to Sell SABMiller Stake in China's Snow Beer,0.004,0.8751696348190308
359,Persimmon,Persimmon share price climbs on 23% rise in full-year revenue,0.975,0.8084567785263062
360,Royal Mail,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package,0.053,0.8570992946624756
361,Travis Perkins,Travis Perkins to create 4000 jobs,0.53,0.5778242945671082
362,London Stock Exchange Group,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,-0.415,-0.04268476366996765
363,Lloyds Banking Group PLC,Britain cuts Lloyds Banking Group stake to below 17 pct,-0.317,0.059657108038663864
364,HSBC,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.543,0.8830386996269226
365,BP,BP Reports $583 Million Loss in First Quarter,-0.741,-0.17540068924427032
366,William Hill,"Britain's FTSE led lower by ITV, William Hill",-0.637,0.38973677158355713
367,JP Morgan,Barclays set to name former JPMorgan banker Staley as new CEO,0.0,0.6585710048675537
368,BHS,Friday Papers: Sir Philip Green sells BHS for Â£1,0.157,0.8241461515426636
369,Berkshire,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.25,0.8840299844741821
370,CaixaBank,Spain's CaixaBank Expects To Close Deal For Banco BPI,0.375,0.9890919327735901
371,Kraft Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.214,0.8375051021575928
372,Persimmon,Persimmon revenues lifted 12% by post-election confidence,0.384,0.8066917061805725
373,Aviva plc,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,0.163,0.9044075608253479
374,BP,US urges final approval of $20 billion BP oil spill pact,-0.355,0.04371126368641853
375,Gleneagles Hotel,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.237,0.8807059526443481
376,GSK,UPDATE 1-GSK-linked investigator freed early from China jail - source,0.2,0.9813246726989746
377,Tesco PLC,"FTSE hits three-week low as financials, Tesco fall",-0.612,0.04291824623942375
378,Deutsche Boerse,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,-0.473,-0.04268476366996765
379,Weir Group,Weir Group offloads two renewables units,0.09,0.47703817486763
380,Aggreko,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,-0.546,-0.28349676728248596
381,Weir Group,"Industry NewsRevenue, earnings take a tumble at Weir Group",-0.627,0.24469467997550964
382,Ashtead,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",0.461,0.983421266078949
383,EasyJet,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",-0.6,0.03446150943636894
384,London Stock Exchange Group,London stock exchange shareholders vote on merger deal under Brexit cloud,-0.359,0.47229620814323425
385,AstraZeneca,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",0.289,0.6875747442245483
386,Intercontinental Exchange,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,-0.127,0.25065624713897705
387,Tesco,Dave Lewis paid Â£4.1m for first 6 months at Tesco,-0.15,0.3320704400539398
388,Weir Group,Weir Group says first-half profits will be 'slightly ahead' of expectations,0.323,0.8609309792518616
389,Glencore,Glencore Sells $2.5 Billion Stake in Agriculture Unit,0.259,0.9765076041221619
390,AstraZeneca,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,0.075,0.9595479369163513
391,Hargreaves Lansdown,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,0.571,0.9976415634155273
392,Tesco PLC,"Britain's FTSE hits three-week low as financials, Tesco fall",-0.691,0.03213338926434517
393,Royal Bank of Scotland Group plc,Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks,0.833,0.9836781620979309
394,3G Capital,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",0.247,0.9384499192237854
395,Shell,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,-0.345,0.6239961385726929
396,GKN,GKN to buy Fokker Technologies for 706 mln euros,0.276,0.933388888835907
397,Mondi,Questor share tip: Mondi shares jump 10pc on strong start,0.789,0.9871830344200134
398,Berkshire Hathaway Inc.,"Berkshire discloses unit's ties to Iran, opens probe",-0.288,0.6126613020896912
399,Rio Tinto,"Rio Tinto swings to loss, drops dividend policy",-0.511,-0.16293983161449432
400,Rio Tinto,Rio Tinto Reaffirms Goal for Iron Ore Output,0.309,0.44117918610572815
401,EasyJet,Shares in easyJet fall to three-year low after Brexit profit warning,-0.804,-0.0914936438202858
402,Shire,Shire share price: Group releases full-year results,0.4,0.6997178196907043
403,AstraZeneca,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,0.219,0.8682233691215515
404,Barclays,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,-0.426,0.1075870469212532
405,Meantime,SABMiller buys Meantime to quench thirst for craft beer,0.415,0.9672078490257263
406,Standard Chartered,Standard Chartered to slash costs as profits plunge 25%,-0.78,0.22239744663238525
407,Berkshire Hathaway Inc.,Buffett's Berkshire delivers 9.8% profit growth,0.668,0.9932128190994263
408,Rio Tinto,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand",0.114,0.747071385383606
409,Showa Shell Sekiyu,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn,-0.036,0.7952558994293213
410,RELX Group,Reed Elsevier to rename itself RELX Group,0.0,0.44117918610572815
411,Sotheby's,Sotheby's chairman takes his final sale,-0.06,0.3467485010623932
412,Insight,Insight hires Aviva's David Hillier for multi-asset team,0.137,0.9201760292053223
413,BG Group,Shell offers 50 percent premium to buy BG for $70 billion,0.393,0.9925957918167114
414,Novartis,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,0.217,0.9994058012962341
415,AB InBev,AB InBev to sell Peroni and Grolsch,0.256,0.4116191864013672
416,Unilever,Unilever posts weaker-than-expected fourth quarter,-0.373,0.043768204748630524
417,Morrisons,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,-0.161,0.21309620141983032
418,Emirates,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.724,0.9898899793624878
419,ITV,Entertainment One dispels ITV takeover rumours,0.003,0.5335837006568909
420,London Stock Exchange Group,NYSE owner ICE considers offer for LSE,0.396,0.6523752212524414
421,GSK,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,0.276,0.9994058012962341
422,BP,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.262,0.9467361569404602
423,HSBC,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",-0.5,-0.08548181504011154
424,Transocean,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",-0.388,0.0055549293756484985
425,Centrica PLC,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",0.195,0.9998053312301636
426,RBS,RBS bosses ordered to go out and meet small firms,0.1,0.8548709154129028
427,AB InBev,AB InBev offers to sell some SABMiller brands,0.207,0.9298878908157349
428,Tesco PLC,RPT-UK supermarkets braced for battle as Tesco comes out fighting,0.155,0.5761306881904602
429,Glencore,"UPDATE 1-Glencore flags sale of some Australia, Chile assets",0.166,0.8060869574546814
430,Barclays,Barclays says not been offered deferred prosecution deal by SFO,0.1,0.6153015494346619
431,Aviva plc,Aviva promises higher dividends to boost flagging share price,0.281,0.8976650238037109
432,AB InBev,Brewer AB InBev seeks $275 bln tie-up with SABMiller,0.278,0.9885340929031372
433,London Stock Exchange Group,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,-0.303,-0.12670619785785675
434,Glencore,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-0.26,-0.005149333272129297
435,HSBC,HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million,-0.756,-0.3459029495716095
436,Schroders,Earnings surge as fund manager Schroders reports a record year,0.942,0.9701159000396729
437,London Stock Exchange,Eurocrat left best-placed to unravel London Stock Exchange deal,-0.352,0.566213846206665
438,AB InBev,Lawmakers worry AB InBev beer deal will hurt craft brewers,-0.033,0.019012337550520897
439,Standard Life,StanLife leads FTSE after strong earnings,0.815,0.8496947288513184
440,Lloyds Banking Group PLC,Lloyds Banking Group eyes return to dealmaking with MBNA bid,0.365,0.7447896599769592
441,SABMiller,Anheuser-Busch InBev Increases Offer for Rival SABMiller,0.24,0.9573341608047485
442,Lloyds Banking Group PLC,"UK government sells more Lloyds shares, cuts stake to below 12 percent",-0.532,0.12557362020015717
443,Kinder Morgan,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,0.225,0.9960513114929199
444,Tesco,Tesco says UK store closures put 2000 jobs at risk,-0.25,-0.1763293296098709
445,Tesco,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,0.213,0.7351700663566589
446,Coca-Cola,"Buffett talks wind energy, Coca-Cola at Berkshire meeting",0.089,0.820586085319519
447,TSB,TSB boss: Current account switching must be simpler,-0.083,0.3452407717704773
448,Barclays,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,-0.253,0.1128033846616745
449,Kingfisher,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.467,0.9429327249526978
450,Berkshire Hathaway Inc.,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,-0.161,0.7147864103317261
451,Royal Dutch Shell,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",0.284,0.13512973487377167
452,EasyJet,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.013,0.338184118270874
453,AstraZeneca,AstraZeneca says new lung cancer pill Tagrisso approved by EU,0.481,0.9989086389541626
454,Barclays,Two former Barclays traders face retrial over Libor,-0.743,-0.14502118527889252
455,BP,MarketsBP promotes upstream boss to deputy CEO,0.066,0.917802631855011
456,Glencore,"Glencore swings to loss, will sell more assets",-0.565,-0.169793039560318
457,Shell,Shell to buy BG Group in $69.7 billion takeover,0.25,0.9961326718330383
458,Clydesdale Bank,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,-0.707,-0.34191277623176575
459,Standard Chartered PLC,UK's FTSE climbs to record closing high as Standard Chartered surges,0.763,0.9590317606925964
460,BP,US judge rules that BP spill smaller than feared,0.018,0.19022943079471588
461,Royal Mail,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,0.0,0.6768801808357239
462,MillerCoors,"AB InBev launches SAB bid, to sell MillerCoors stake",0.053,0.9974469542503357
463,ARM Holdings plc,ARM Royalties Accelerate as Smartphone Market Regains Strength,0.571,0.9273476004600525
464,Shell,Shell fined by Scottish court for 2011 North Sea oil spill,-0.693,-0.03693246468901634
465,Glencore,Glencore chief blames rivals' overproduction for share price fall,-0.301,-0.2742595672607422
466,Valeant Pharmaceuticals International,"Ackman, in email, says supports Valeant CEO Pearson",0.166,0.7151882648468018
467,GlaxoSmithKline,GlaxoSmithKline's CEO Witty to bow out in March 2017,-0.12,0.4708414375782013
468,Standard Life,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit,-0.706,0.11399804055690765
469,Shire,Shire CEO steps up drive to get Baxalta board talking,0.124,0.9999163746833801
470,BP,FTSE slide halted by BP's Â£12bn US settlement - London Report,-0.4,-0.13093601167201996
471,Sainsbury's,Sainsbury's pressed to raise bid for Home Retail Group,-0.012,0.32450973987579346
472,NPS,"FDA approves NPS drug, in move validating Shire takeover deal",0.364,0.9907494783401489
473,Sanofi,Sanofi poaches AstraZeneca scientist as new research head,0.066,0.9433537721633911
474,Sanofi,CompaniesSanofi poaches immunology expert from AstraZeneca,0.188,0.8760977387428284
475,ITV,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.199,0.5335837006568909
476,Royal Bank of Scotland Group plc,"Broker tips: RBS, Croda, Sage",0.381,0.31297025084495544
477,Royal Mail,"Royal Mail, Johnson Matthey lead FTSE lower",-0.438,0.53032386302948
478,Whitbread,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,-0.562,-0.07737179100513458
479,Carlsberg,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.468,-0.2756323516368866
480,GlaxoSmithKline,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,-0.408,-0.10221551358699799
481,Financial Times,Report: Financial Times up for sale,-0.052,0.4929811656475067
482,Glencore,Glencore raises $2.5bn through share placing to help cut debt load,0.124,0.9440367221832275
483,Det Norske,BP joins forces with Det Norske in Norway,0.248,0.7577125430107117
484,Rio Tinto,No pay hikes this year at Rio Tinto as mining slump bites,-0.387,0.07885394245386124
485,Citigroup,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.647,0.4361227750778198
486,Apple,Warren Buffett's Berkshire Hathaway buys stake in Apple,0.989,0.9988043308258057
487,Croda,"Broker tips: RBS, Croda, Sage",0.391,0.31297025084495544
488,Deutsche Boerse,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,0.29,0.8117408752441406
489,Diageo,FTSE steadies around 2-month low Diageo shares surge,0.361,0.8119186758995056
490,Lonmin,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-0.314,0.047126080840826035
491,London Stock Exchange Group,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,0.406,0.643810510635376
492,HSBC,"We'd support HSBC leaving London, says Standard Life",0.029,0.9716240763664246
493,ICE,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.226,0.8842960596084595
494,Tesco PLC,CompaniesTesco bumps up pay for store staff,0.084,0.373603492975235
495,BP,BP pay boss feels the heat from revolt over Dudley's Â£14 million,-0.179,0.07551203668117523
496,Barclays,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,0.149,0.8641967177391052
497,BG Group,Shell Plans to Shed 2800 Jobs After Buying BG Group,-0.451,0.0405312106013298
498,Old Mutual,"Old Mutual to split up, may list some businesses",0.164,0.8712607026100159
499,RBS,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",-0.2,-0.2943846583366394
500,Mr Bricolage,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.253,-0.008725055493414402
501,EasyJet,EasyJet to pass on lower fuel prices to customers,0.093,0.3337330222129822
502,Tesco PLC,Tesco loses two more directors as Garfield and Tammenoms step down,-0.267,-0.10544338822364807
503,Royal Bank of Scotland Group plc,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,-0.295,0.6920055150985718
504,Prudential,Credit Suisse poaches Prudential's Thiam for Asian push,-0.031,0.1273663192987442
505,John Wood Group PLC,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.103,0.9662887454032898
506,Wolseley,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,-0.31,0.7990540862083435
507,GSK,EU regulator backs approval for GSK injectable asthma drug,0.379,0.9950815439224243
508,Rolls-Royce,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.075,0.08663507550954819
509,London Stock Exchange Group,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,0.247,0.8927709460258484
510,Wells Fargo,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.422,0.9569260478019714
511,Severn Trent,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,0.357,0.5569929480552673
512,ITV,ITV merger reports boost Footsie stocks,0.42,0.9539273381233215
513,Cadbury's,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.158,0.5042520761489868
514,Wolseley,Wolseley helps lift FTSE from losses,0.47,0.9930412769317627
515,AstraZeneca,Novo Nordisk and AstraZeneca seek tonic from key drug trials,0.098,0.7560905814170837
516,Saudi Aramco,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.142,0.24562421441078186
517,Lloyds Banking Group PLC,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,-0.512,-0.050954654812812805
518,AstraZeneca,AstraZeneca sells Caprelsa rights to Sanofi unit,0.242,0.9903672337532043
519,Wood Group,Industry NewsWood Group wins multi-million dollar contract with BP,0.436,0.8604677319526672
520,Royal Mail,Royal Mail and workers' union agree pay deal,0.208,0.4204253554344177
521,Lloyds Banking Group PLC,Lloyds wins right to buy bonds back early to save 1 billion pounds,0.369,0.9999945759773254
522,Admiral Group plc,"Britain's FTSE buoyed by Admiral, building sector gains",0.669,0.9286433458328247
523,Tesco PLC,Tesco share price: Brand Guarantee comes under fire,-0.209,0.3126777112483978
524,M&G Investments,"FTSE led lower by M&S, GlaxoSmithKline",-0.448,0.4020269513130188
525,Kingfisher,FTSE edges up as investors cheer Kingfisher results,0.678,0.8375890254974365
526,HSBC,HSBC chief hit with tax-avoidance scandal,-0.528,-0.20734448730945587
527,Lloyds Banking Group,British government stake in Lloyds Banking Group fa,-0.1,-0.2855583131313324
528,AstraZeneca,AstraZeneca's $727 million play to do away with chemotherapy,0.295,0.2116318792104721
529,HSBC,HSBC appoints business leaders to board,0.154,0.9915747046470642
530,Diageo,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.483,-0.2756323516368866
531,Deere,"Buffett's Berkshire builds Deere stake, dumps Exxon",0.316,0.9938992857933044
532,BG Group,BUZZ-BG Group: outperforms sector after record output,0.853,0.41663801670074463
533,Mylan,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.652,0.9982795715332031
534,Citigroup,"After Barclays and Bank of America, Citigroup has blockchain in sight",0.224,0.27134841680526733
535,G4S,"Industry NewsG4S makes 'positive' start to year, no new impairments",0.327,0.9249404072761536
536,Morrisons,Morrisons helps FTSE edge higher energy shares slip,0.376,0.9992716908454895
537,Old Mutual,Old Mutual share price: Wealth unit seen as blue-chip company,0.666,0.9757701754570007
538,Unilever,CompaniesUnilever sales lifted by ice cream in soft economy,0.383,0.7035022974014282
539,InterContinental Hotels Group,InterContinental Hotels first-quarter global room revenue lags estimates,-0.329,0.12190232425928116
540,Bunzl,"Bunzl backs 2015 view, buys more businesses",0.487,0.7606199383735657
541,Tesco PLC,Bidders Abandon Auction Of Tesco Data Unit,-0.358,0.620283305644989
542,Shell,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.276,0.972660481929779
543,Standard Life,Euro zone QE helps Standard Life first-quarter funds boost,0.426,0.9837531447410583
544,Smith & Nephew,Smith & Nephew 2015 trading profit beats expectations,0.565,0.6322655081748962
545,AstraZeneca,Closely watched AstraZeneca cancer drug fails in mesothelioma,-0.568,0.6055998206138611
546,Glencore,Glencore slumps 25 pct as debt fears grow,-0.718,0.030858239158988
547,Petrobras,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.247,0.08663507550954819
548,SABMiller,AB InBev offers SABMiller $3 billion breakup fee,0.197,0.9930271506309509
549,Barclays,Barclays Executive Harrison Denies Knowledge of Libor Fixing,-0.24,0.25369134545326233
550,Standard Life,Standard Life hit by 'unprecedented' number of calls on pension freedoms,-0.282,0.13175809383392334
551,AB InBev,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.232,0.9993844032287598
552,AB InBev,CompaniesAB InBev signals it won't go hostile for SABMiller,0.119,0.9050787091255188
553,Meggitt,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,0.282,0.9979290962219238
554,London Stock Exchange Group,LSE Group names former SEC head Schapiro non-executive director,0.01,0.9813657402992249
555,IAG,IAG closes in on Aer Lingus with increased offer,0.246,0.9291465878486633
556,Gazprom,US sanctions put Gazprom-Shell alliance plans in jeopardy,-0.353,-0.19076304137706757
557,Movantik,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.369,0.9914908409118652
558,AstraZeneca,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,-0.12,-0.025109048932790756
559,Barclays,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.267,0.9999206066131592
560,BP,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,-0.83,-0.03693246468901634
561,Omnis Pharmaceuticals,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.295,0.6720466613769531
562,London Stock Exchange Group,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,-0.2,0.2588387429714203
563,Morrisons,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.456,0.9354442358016968
564,Compass Group,Compass Group says positive for year ahead,0.634,0.858440637588501
565,Pearson,Pearson expects to return to growth this year,0.238,0.9955719709396362
566,Rolls-Royce,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.777,0.9898899793624878
567,Unilever,Unilever head's resignation sparks spinoff talk,0.073,0.7446386218070984
568,AstraZeneca,AstraZeneca wins US approval for longer use of blood thinner,0.447,0.9307993054389954
569,BAE Systems,BAE Systems cuts earnings target for 2015 and 370 jobs,-0.631,-0.09449800103902817
570,Debenhams,Morrisons and Debenhams surprise City with Christmas bounce back,0.573,0.6789673566818237
571,Whitbread,Whitbread to hike prices to offset 'substantial' national living wage bill,-0.122,0.45996689796447754
